doi,journal,is_relevant,topic_words,title,abstract,authors,explanation
10.5194/acp-24-9515-2024,Atmospheric Chemistry and Physics,True,"['air quality monitoring', 'particle number concentration', 'urban air pollution', 'positive matrix factorization', 'aerosol sources', 'COVID-19 lockdown']",Insights into the sources of ultrafine particle numbers at six European urban sites obtained by investigating COVID-19 lockdowns,"Different sources of airborne particles in the atmospheres of four European cities were distinguished by recognising their particle size distributions using a statistical procedure, positive matrix factorisation. The various sources responded differently to the changes in emissions associated with COVID-19 lockdowns, and the reasons are investigated. While traffic emissions generally decreased, particles formed from reactions of atmospheric gases decreased in some cities but increased in others. 
 Lockdown restrictions in response to the COVID-19 pandemic led to the curtailment of many activities and reduced emissions of primary air pollutants. Here, we applied positive matrix factorisation  to particle size distribution (PSD) data from six monitoring sites (three urban background and three roadside) between four European cities (Helsinki, Leipzig, Budapest, and London) to evaluate how particle number concentrations (PNCs) and their sources changed during the respective 2020 lockdown periods compared to the reference years 2014–2019. A number of common factors were resolved between sites, including nucleation, road traffic semi-volatile fraction (road trafficsvf), road traffic solid fraction (road trafficsf), diffuse urban (wood smoke + aged traffic), ozone-associated secondary aerosol (O3-associated SA), and secondary inorganic aerosol (SIA). Nucleation, road traffic, and diffuse urban factors were the largest contributors to mean PNCs during the reference years and respective lockdown periods. However, SIA factors were the largest contributors to particle mass concentrations, irrespective of environment type. Total mean PNCs were lower at two of the urban-background and all roadside sites during lockdown. The response of nucleation and road trafficsvf factors to lockdown restrictions was highly variable, although road trafficsf factors were consistently lower at roadside sites. The responses of diffuse urban factors were largely consistent and were mostly lower at urban-background sites. Secondary aerosols (O3-associated SA and SIA) exhibited extensive reductions in their mean PNCs at all sites. These variegated responses to lockdowns across Europe point to a complex network of sources and aerosol sinks contributing to PSDs.",Alex Rowell;James Brean;David C. S. Beddows;Tuukka Petäjä;Máté Vörösmarty;Imre Salma;Jarkko V. Niemi;Hanna E. Manninen;Dominik van Pinxteren;Thomas Tuch;Kay Weinhold;Zongbo Shi;Roy M. Harrison,该研究利用正矩阵分解方法分析了欧洲六个城市在2020年新冠疫情封锁期间的超细颗粒物数量变化，并识别了不同颗粒物来源对封锁措施的响应。研究发现，封锁期间，交通排放普遍下降，但大气气体反应形成的颗粒物在一些城市减少，而在另一些城市则增加。研究结果表明，超细颗粒物数量变化受多种因素的影响，包括交通排放、大气气体反应和二次气溶胶形成等，需要进一步研究这些因素之间的相互作用关系。
10.5194/acp-24-9533-2024,Atmospheric Chemistry and Physics,True,"['aerosol', 'cloud', 'volcanic eruption', 'satellite observation', 'model simulation', 'air quality', 'climate change']",In-plume and out-of-plume analysis of  aerosol–cloud interactions derived from the   2014–2015 Holuhraun volcanic eruption,"Natural aerosols from volcanic eruptions can help us understand how anthropogenic aerosols modify climate. We use observations and model simulations of the 2014–2015 Holuhraun eruption plume to examine aerosol–cloud interactions in September 2014. We find a shift to clouds with smaller, more numerous cloud droplets in the first 2 weeks of the eruption. In the third week, the background meteorology and previous conditions experienced by air masses modulate the aerosol perturbation to clouds. 
 Aerosol effective radiative forcing (ERF) has persisted as the most uncertain aspect of anthropogenic forcing over the industrial period, limiting our ability to constrain estimates of climate sensitivity and to confidently predict 21st century climate change. Aerosol–cloud interactions are the most uncertain component of aerosol ERF. The 2014–2015 Holuhraun volcanic eruption acted as a large source of sulfur dioxide, providing an opportunistic experiment for studying aerosol–cloud interactions at a climatically relevant scale. We evaluate the observed aerosol-induced perturbation to marine liquid cloud properties inside the volcanic plume in the first month of the eruption and compare the results to those from UKESM1 (UK Earth System Model). In the first 2 weeks, as expected, we find an in-plume shift to smaller and more numerous cloud droplets in both the observations and the simulations. We find an observed increase in liquid water path (LWP) values inside the plume that is not captured in UKESM1. However, in the third week, the in-plume shift to smaller and more numerous cloud droplets is neither observed nor modelled, and there are discrepancies between the observed and modelled response in the fourth week. An analysis of the model simulations and trajectory modelling reveals that air mass history and background meteorological factors can strongly influence aerosol–cloud interactions between the weeks of our analysis. Overall, our study supports the findings of many previous studies: the aerosol impact on cloud effective radius is significant, with differences in the observed and modelled response for in-cloud LWP.",Amy H. Peace;Ying Chen;George Jordan;Daniel G. Partridge;Florent Malavelle;Eliza Duncan;Jim M. Haywood,这篇研究论文主要探讨了2014-2015年Holuhraun火山喷发期间火山气溶胶对云层相互作用的影响。研究人员利用卫星观测和模型模拟数据，分析了火山喷发初期和后期气溶胶对云层微物理性质的影响，并与英国地球系统模型（UKESM1）的模拟结果进行了比较。研究发现，火山喷发初期，云层中的液态水路径（LWP）增加，云滴尺寸变小，数量增多。然而，在第三周，这种变化不再明显，这表明气团的历史和背景气象条件对气溶胶-云相互作用有显著影响。该研究强调了火山喷发对大气环境的影响，以及气溶胶-云相互作用对气候变化的潜在影响。
10.5194/amt-17-4957-2024,Atmospheric Measurement Techniques,True,"['atmospheric absorption models', 'millimetre and sub-millimetre wavelengths', 'airborne observations', 'satellite observations', 'Ice Cloud Imager (ICI)', 'water vapour', 'oxygen', 'atmospheric composition']",An evaluation of atmospheric absorption models at millimetre and sub-millimetre wavelengths using airborne observations,"Airborne observations are used to evaluate two models for absorption and emission by atmospheric gases, including water vapour and oxygen, at microwave and sub-millimetre wavelengths. These models are needed for the Ice Cloud Imager (ICI) on the next generation of European polar-orbiting weather satellites, which measures at frequencies up to 664 GHz. Both models can provide a good match to measurements from airborne radiometers and are sufficiently accurate for use with ICI. 
 Accurate gas absorption models at millimetre and sub-millimetre wavelengths are required to make best use of observations from instruments on board the next generation of EUMETSAT polar-orbiting weather satellites, including the Ice Cloud Imager (ICI), which measures at frequencies up to 664 GHz. In this study, airborne observations of clear-sky scenes between 89 and 664 GHz are used to perform radiative closure calculations for both upward- and downward-looking viewing directions in order to evaluate two state-of-the-art absorption models, both of which are integrated into the Atmospheric Radiative Transfer Simulator (ARTS). Differences of 20 K are seen in some individual comparisons, with the largest discrepancies occurring where the brightness temperature is highly sensitive to the atmospheric water vapour profile. However, these differences are within the expected uncertainty due to the observed water vapour variability, highlighting the importance of understanding the spatial and temporal distribution of water vapour when performing such comparisons. The errors can be significantly reduced by averaging across multiple flights, which reduces the impact of uncertainties in individual atmospheric profiles. For upward-looking views, which have the greatest sensitivity to the absorption model, the mean differences between observed and simulated brightness temperatures are generally close to, or within, the estimated spectroscopic uncertainty. For downward-looking views, which more closely match the satellite viewing geometry, the mean differences were generally less than 1.5 K, with the exception of window channels at 89 and 157 GHz, which are significantly influenced by surface properties. These results suggest that both of the absorption models considered are sufficiently accurate for use with ICI.",Stuart Fox;Vinia Mattioli;Emma Turner;Alan Vance;Domenico Cimini;Donatello Gallucci,这篇论文研究了在毫米波和亚毫米波波段大气吸收模型的评估，并使用机载观测数据对两种模型进行了验证。这些模型对于下一代欧洲极地轨道气象卫星上的冰云成像仪（ICI）至关重要，该仪器在高达 664 GHz 的频率上进行测量。论文发现，两种模型都能很好地匹配机载辐射计的测量结果，精度足以用于 ICI。研究重点在于评估大气吸收模型在气象卫星观测中的应用，并通过机载观测数据验证模型的准确性，这与大气环境遥感技术密切相关。
10.5194/essd-2024-343,Earth System Science Data Discussions,False,"['soil dissolved organic carbon', 'soil health', 'climate change', 'soil management', 'machine learning']",Global patterns and drivers of soil dissolved organic carbon concentrations,"This study compiles a global database of soil dissolved organic carbon (DOC) concentrations, a key factor in soil health and climate change. Using machine learning, it identifies the most influential factors affecting soil DOC levels and maps global patterns. The findings help guide soil management and climate strategies, with the dataset available for further research. 
 Dissolved organic carbon (DOC) is the most active carbon pool in soils, which plays critical roles in soil carbon cycling, plant productivity, and global climate change. An accurate assessment of the quantity of DOC in the soil is essential for the detailed elucidation of ecosystem functions and services. Nevertheless, the global driving factors and distribution of soil DOC remain inadequately quantified due to the scarcity of large-scale data. Here, a comprehensive global database of 12807 soil DOC concentrations derived from 975 target papers in the literature was compiled. Detailed geographic locations, climate, and soil properties were also recorded as predictors of soil DOC. Machine learning techniques were employed to assess the relative importance of various predictors in the determination of soil DOC concentrations, which were subsequently extended for their prediction on a global scale. The worldwide soil DOC concentration spanned a wide range (0.04 to 7859 mg kg-1), averaging 222.78 mg kg-1. The 12 selected variables (including soil properties, month, climate, and ecosystem) explained 65 % of the variance in soil DOC concentrations. Elevation, soil clay, and soil organic carbon were three of the most important predictors. Global soil DOC concentration increased from the equator to the poles. The soil DOC stocks in the topsoil layer (0–30 cm) amounted to 12.17 Pg, with significant variations observed across different continents. These results are instrumental for informing strategies on soil management practices, ecosystem services, and the mitigation of climate change. Furthermore, our database can be combined with other carbon pools to explore the total soil carbon turnover and constrain Earth carbon models. The dataset is publicly available at https://doi.org/10.6084/m9.figshare.26379898 (Ren and Cai, 2024).",Tianjing Ren;Andong Cai,该研究主要关注土壤溶解有机碳（DOC）的全球分布和驱动因素，利用机器学习技术分析了影响土壤DOC浓度的关键因素，并绘制了全球土壤DOC浓度分布图。研究结果有助于指导土壤管理和气候变化策略。该研究与大气环境遥感技术关系不大，主要集中在土壤科学领域。
10.5194/essd-2024-263,Earth System Science Data Discussions,False,[],CAMELS-AUS v2: updated hydrometeorological timeseries and landscape attributes for an enlarged set of catchments in Australia,"This paper presents Version 2 of the Australian edition of the Catchment Attributes and Meteorology for Large-sample Studies (CAMELS) series of datasets. CAMELS-AUS v2 comprises data for an increased number (561) of catchments, each with with long-term monitoring, combining hydrometeorological time series with attributes related to geology, soil, topography, land cover, anthropogenic influence and hydroclimatology. It is freely downloadable from https://zenodo.org/doi/10.5281/zenodo.12575680. 
 This paper presents Version 2 (v2) of the Australian edition of the Catchment Attributes and Meteorology for Large-sample Studies (CAMELS) series of datasets. Since publication in 2021, CAMELS-AUS (Australia) has served as a resource for the study of hydrological change, arid-zone hydrology, and hydrological model improvement. In this update, the dataset has been significantly enhanced both temporally and spatially. The new dataset comprises information for over twice as many catchments (561 compared to 222). The streamflow and climatic information are updated a further eight years (2022 compared to 2014). Lastly, the catchment attribute information is improved, particularly with respect to hydrological statistics (signatures) and uncertainty in streamflow. Together, these updates make CAMELS-AUS v2 a more comprehensive and current resource for hydrological research and applications. CAMELS-AUS v2 is freely downloadable from https://zenodo.org/doi/10.5281/zenodo.12575680 (Fowler et al., 2024).",Keirnan J. A. Fowler;Ziqi Zhang;Xue Hou,这篇论文介绍了澳大利亚版“流域属性和气象学大型样本研究”（CAMELS）数据集的第二版（v2）。CAMELS-AUS v2 包含了更多流域（561 个）的数据，每个流域都有长期监测，并将水文气象时间序列与地质、土壤、地形、土地覆盖、人为影响和水文气候相关的属性相结合。它主要关注水文研究，并使用水文气象数据和流域属性来研究水文变化、干旱区水文和水文模型改进。论文没有涉及大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析。
10.5194/essd-2024-342,Earth System Science Data Discussions,True,"['satellite observations', 'nighttime light', 'VIIRS', 'offshore lighting', 'fishing grounds', 'light pollution']",A Comprehensive Global Mapping of Offshore Lighting,"We present a comprehensive global map of offshore lighting structures. The data are derived from low light imaging data collected nightly by the NASA/NOAA Visible Infrared Imaging Radiometer Suite (VIIRS) day / night band (DNB). The form of the structures only becomes apparent when data from one or more years are accumulated. Identifiable structures include fishing grounds, platforms, gas flares, anchorages, and transportation routes. 
 We present the first comprehensive multiyear global mapping of offshore lighting structures derived from low-light imaging satellite observations collected at night. The sensor is the day/night band (DNB) flown as part of the NASA/NOAA Visible Infrared Imaging Radiometer Suite (VIIRS). The product merges two operational nighttime light products: VIIRS boat detection (VBD) data and VIIRS cloud-free nighttime lights (VNL). The two products are spatially complementary, making it possible to fill gaps through a merger. Both product sets have an average DNB radiance layer, and the merger involves preserving the higher of the two average radiances. A wide range of lighting structures are present, from fishing grounds, platforms, anchorages, gas flares, transit routes, and the glow surrounding bright lighting onshore. The richness in the numbers and types of offshore lighting structures traces back to the DNB spike detector at the core of the VBD algorithm. The VNL algorithm uses outlier removal to filter out biomass burning, an essential process for mapping electric lighting onshore. The outlier removal drops about 80 % of the offshore lighting detections. We expect the new product will lead to an improved understanding of fishing grounds, offshore light pollution, and supply chain disruptions at anchorages, thereby aiding in the development of more sustainable and efficient practices.",Christopher D. Elvidge;Tilottama Ghosh;Namrata Chatterjee;Mikhail Zhizhin;Paul C. Sutton;Morgan Bazilian,这篇论文描述了利用NASA/NOAA可见光红外成像辐射仪套件（VIIRS）的夜间光谱数据，对全球范围内的海上灯光结构进行综合性绘制。研究利用VIIRS的夜间光谱数据，结合船舶探测和云层清除后的夜间灯光数据，识别并绘制了包括渔场、平台、锚地、气体火炬、运输路线等在内的各种海上灯光结构。这项研究对于理解海上灯光污染、渔场分布以及供应链中断等方面具有重要意义。
10.5194/gmd-17-6401-2024,Geoscientific Model Development,False,"['space plasma simulation', 'Vlasiator', 'adaptive mesh refinement', 'solar wind', 'magnetosphere', 'ionosphere', 'hybrid-Vlasov scheme']",Physics-motivated cell-octree adaptive mesh refinement  in the Vlasiator 5.3 global hybrid-Vlasov code,"This paper examines a method called adaptive mesh refinement in optimization of the space plasma simulation model Vlasiator. The method locally adjusts resolution in regions which are most relevant to modelling, based on the properties of the plasma. The runs testing this method show that adaptive refinement manages to highlight the desired regions with manageable performance overhead. Performance in larger-scale production runs and mitigation of overhead are avenues of further research. 
 Automatically adaptive grid resolution is a common way of improving simulation accuracy while keeping computational efficiency at a manageable level. In space physics, adaptive grid strategies are especially useful as simulation volumes are extreme, while the most accurate physical description is based on electron dynamics and hence requires very small grid cells and time steps. Therefore, many past global simulations encompassing, for example, near-Earth space have made tradeoffs in terms of the physical description and laws of magnetohydrodynamics (MHD) used that require less accurate grid resolutions. Recently, using supercomputers, it has become possible to model the near-Earth space domain with an ion-kinetic hybrid scheme going beyond MHD-based fluid dynamics. These simulations, however, must develop a new adaptive mesh strategy beyond what is used in MHD simulations.We developed an automatically adaptive grid refinement strategy for ion-kinetic hybrid-Vlasov schemes, and we implemented it within the Vlasiator global solar wind–magnetosphere–ionosphere simulation. This method automatically adapts the resolution of the Vlasiator grid using two indices: one formed as a maximum of dimensionless gradients measuring the rate of spatial change in selected variables and the other derived from the ratio of the current density to the magnetic field density perpendicular to the current. Both these indices can be tuned independently to reach a desired level of refinement and computational load. We test the indices independently and compare the results to a control run using static refinement.The results show that adaptive refinement highlights relevant regions of the simulation domain and keeps the computational effort at a manageable level. We find that the refinement shows some overhead in the rate of cells solved per second. This overhead can be large compared to the control run without adaptive refinement, possibly due to resource utilization, grid complexity, and issues in load balancing. These issues lay out a development roadmap for future optimizations.",Leo Kotipalo;Markus Battarbee;Yann Pfau-Kempf;Minna Palmroth,这篇论文主要研究的是一种名为Vlasiator的全球混合-Vlasov空间等离子体模拟模型的优化方法。该方法通过自适应网格细化技术，根据等离子体的性质在最相关的区域局部调整分辨率，以提高模拟精度。论文重点介绍了这种自适应细化方法的实现和测试结果，并讨论了未来优化的方向。该研究与大气环境遥感技术关系不大，主要关注的是空间等离子体模拟，而非大气成分分析或卫星观测。
10.1021/acs.est.4c00742,Environmental Science & Technology,True,"['atmospheric composition', 'air quality', 'radical generation', 'oxidation capacity', 'satellite observations', 'troposphere', 'chemical mechanisms']",Unclassical Radical Generation Mechanisms in the Troposphere: A Review,"Hydroxyl (OH) and hydroperoxyl (HO2) radicals, collectively known as HOx radicals, are crucial in removing primary pollutants, controlling atmospheric oxidation capacity, and regulating global air quality and climate. An imbalance between radical observations and simulations has been identified based on radical closure experiments, a valuable tool for accessing the state-of-the-art chemical mechanisms, demonstrating a deviation between the existing and actual tropospheric mechanisms. In the past decades, researchers have attempted to explain this deviation and proposed numerous radical generation mechanisms. However, these newly proposed unclassical radical generation mechanisms have not been systematically reviewed, and previous radical-related reviews dominantly focus on radical measurement instruments and radical observations in extensive field campaigns. Herein, we overview the unclassical generation mechanisms of radicals, mainly focusing on outlining the methodology and results of radical closure experiments worldwide and systematically introducing the mainstream mechanisms of unclassical radical generation, involving the bimolecular reaction of HO2 and organic peroxy radicals (RO2), RO2 isomerization, halogen chemistry, the reaction of H2O with O2 over soot, epoxide formation mechanism, mechanism of electronically excited NO2 and water, and prompt HO2 formation in aromatic oxidation. Finally, we highlight the existing gaps in the current studies and suggest possible directions for future research. This review of unclassical radical generation mechanisms will help promote a comprehensive understanding of the latest radical mechanisms and the development of additional new mechanisms to further explain deviations between the existing and actual mechanisms.",Xinping Yang;Yang Li;Xuefei Ma;Zhaofeng Tan;Keding Lu;Yuanhang Zhang,这篇论文主要关注大气中自由基的生成机制，特别是那些非经典的生成途径。它探讨了自由基在控制大气氧化能力和调节全球空气质量和气候中的重要作用。论文还分析了自由基观测和模拟之间的偏差，并回顾了近年来提出的各种非经典自由基生成机制，包括 HO2 和 RO2 的双分子反应、RO2 的异构化、卤素化学、H2O 与 O2 在烟尘上的反应、环氧化物形成机制、电子激发态 NO2 和水的机制以及芳香族氧化中的快速 HO2 生成。论文最后指出了现有研究的不足，并提出了未来研究的可能方向。总而言之，这篇论文与大气环境遥感技术密切相关，因为它研究了大气成分和化学反应，并探讨了如何通过理解自由基生成机制来改进大气化学模型和卫星观测结果，从而更好地监测和预测空气质量。
10.1021/acs.est.4c03414,Environmental Science & Technology,True,"['atmospheric composition', 'carbon dioxide', 'methane', 'satellite observations', 'air quality monitoring']",Novel Chemical Routes for Carbon Dioxide and Methane Production from Lignin Photodegradation: The Role of Environmental Free Radicals,"Sunlight irradiation significantly mediates plant litter’s carbon dynamics and volatile carbon release in semi-arid and arid ecosystems. In this process, carbon loss is controlled by lignin, but the mechanisms of production of CO2 and CH4 during lignin photolysis are ambiguous. In this study, the photomineralization of plant litter and the lignocellulosic component collectively indicate that lignin is a major source of CO2 and CH4 emissions. Characterization and free radical analysis reveal that the production of CO2 is due to the oxidation and ring-opening reaction of the coniferyl alcohol unit, with the subsequent decarboxylation of carboxylic acid as an oxidation product. This reaction involves o-quinone formation by the reactions between O2, superoxide radical (O2·–), and persistent free radicals (PFRs)-bearing lignin. Of this, O2·– contributes to 43.2% of the photogenerated CO2, as a new pathway, derived from the electron transfer from PFRs to O2. Interestingly, photoinduced demethylation of the dimethoxybenzene-type compounds as the photolysis products of lignin results in a never-before-reported CH4 formation chemical route independent of that of O2. This mechanistic insight into the role of lignin in volatile carbon production from the irradiative plant litter will contribute to a deeper understanding of carbon balance in water-limited ecosystems.",Yongxi Deng;Kecheng Zhu;Wenjun Jiang;Yixuan Liu;Linyang Xie;Fuhao Liu;Kangjie Yang;Yuanren Jiang;Hanzhong Jia,该研究探讨了植物凋落物的光降解过程中，木质素作为主要来源，释放二氧化碳和甲烷的化学途径。研究发现，光照条件下，木质素中的持久自由基与氧气反应生成过氧化物自由基，进而导致木质素氧化和环开裂，最终产生二氧化碳。此外，木质素的光解产物二甲氧基苯类化合物的光诱导脱甲基化反应，形成了新的甲烷生成途径。这项研究为理解水资源有限的生态系统中碳平衡提供了新的见解，并与大气环境遥感技术密切相关，例如利用卫星观测和空气质量监测等手段，对大气中二氧化碳和甲烷的浓度变化进行研究。
10.1021/acs.est.4c03648,Environmental Science & Technology,False,[],Interaction of Per- and Polyfluoroalkyl Substances with Estrogen Receptors in Rainbow Trout (Oncorhynchus mykiss): An In Silico Investigation,"Fresh water sources, including lakes, such as the Great Lakes, are some of the most important ecosystems in the world. Despite the importance of these lakes, there is increasing concern about the presence of per- and polyfluoroalkyl substances (PFAS)─among the most prevalent contaminants of our time─due to the ability of PFAS to bioaccumulate and persist in the environment, as well as to its linkages to detrimental human and animal health effects. In this study, PFAS exposure on rainbow trout (Oncorhynchus mykiss) is examined at the molecular level, focusing on the impact of PFAS binding on the alpha (α) and beta (β) estrogen receptors (ERs) using molecular dynamics simulations, binding free energy calculations, and structural analysis. ERs are involved in fundamental physiological processes, including reproductive system development, muscle regeneration, and immunity. This study shows that PFAS binds to both the estrogen α and estrogen β receptors, albeit via different binding modes, due to a modification of an amino acid in the binding site as a result of a reorientation of residues in the binding pocket. As ER overactivation can occur through environmental toxins and pollutants, this study provides insights into the influence of different types of PFAS on protein function.",Semiha Kevser Bali;Kyleen Hall;Rana I. Massoud;Nuno M. S. Almeida;Angela K. Wilson,这篇论文研究了全氟烷基和多氟烷基物质（PFAS）与虹鳟鱼（Oncorhynchus mykiss）的雌激素受体（ER）的相互作用。研究重点是使用分子动力学模拟、结合自由能计算和结构分析来研究PFAS结合对α和β雌激素受体的影响。研究表明，PFAS通过不同的结合模式与雌激素α和β受体结合，这可能是由于结合位点中氨基酸的修饰以及结合口袋中残基的重新定向造成的。这项研究主要关注PFAS对鱼类雌激素受体的影响，与大气环境遥感技术关系不大。
