doi,is_relevant,journal,explanation,topic_words,authors,title,abstract
10.1088/1748-9326/ae61cc,False,Environmental Research Letters,该论文的标题和摘要主要讨论云的混合相态和海冰恢复的关系，虽然涉及大气环境，但并非直接与大气环境遥感技术相关，如空气质量监测、卫星观测或大气成分分析等。,"['cloud thinning', 'sea ice', 'atmospheric regime']",D Villanueva;A Possner;D Neubauer;B Gasparini;U Lohmann;M Tesche,CORRIGENDUM: Mixed-phase regime cloud thinning could help restore sea ice (2022 Environ. Res. Lett. 17 114057),
10.1088/1748-9326/ae5c21,False,Environmental Research Letters,该论文主要关注非国家实体在自愿治理方面向净零排放过渡的指导，涉及气候行动、企业治理、减排目标等，但未提及大气环境遥感技术、空气质量监测、卫星观测、大气成分分析或气溶胶反演等具体技术或领域。,[],M Becker;A McGivern;K Axelsson;J P R Thorn;M Buytaert;M Collett;N Kamenkovich;B Lee,"A systematic review of the voluntary governance landscape for an urgent, high-integrity, and equitable transition to net zero","This article systematically reviews guidance for non-state entities on transitioning to net zero. The voluntary governance system for corporate climate action consists of a competitive landscape with many documents setting the rules for alignment with ‘net zero’. Our analysis considers the extent to which this landscape supports organizations to transition with integrity, urgency, and equity. Our review assesses the convergence and gaps between documents, and highlights areas of agreement that should urgently be translated into immediate action by organizations, formal standards, and regulations. These include interim targets, quantification and target-setting for Scope 3 emissions, and separate reporting of carbon credits from inventory emissions reductions. Where net-zero guidance is vague, lacking operational detail or contradictory (such as how to reduce Scope 3 emissions, phase out fossil fuels, or embed justice and equity into net-zero strategies) there is risk of weakened organizational action. We present key recommendations to reduce integrity risks and strengthen the net-zero voluntary governance landscape."
10.1088/1748-9326/ae5e94,False,Environmental Research Letters,该论文主要研究学术领域的航空旅行变化，而非大气环境遥感技术，如空气质量监测、卫星观测或大气成分分析。,[],Léa Marquet;Philippe-E Roche;Gaëlle Lefort;Tamara Ben-Ari,Persistent voluntary halving of academic flying suggests new mobility norms,"Global passenger air traffic has rapidly rebounded after the lifting of COVID-19 travel restrictions, often exceeding pre-pandemic levels. However, evidence on whether business travel has undergone lasting, sector-specific reconfigurations remains scarce. Here we provide a large-scale post-pandemic sectoral analysis, focusing on academia, a highly airmobile sector but equipped with digital alternatives to physical travel. Using a comprehensive French national dataset covering more than 110 000 academic staff and nearly one million business trips between 2019 and 2024, we show that academic air travel has not rebounded but instead stabilized at around 50% of its pre-pandemic level. This decline holds across distances, research disciplines, and travel motives, and translates into a twofold reduction in travel-related greenhouse gas emissions, well beyond institutional climate targets. A decomposition indicates that this reduction is primarily driven by a contraction in flight frequency. Although rail travel declined relative to 2019, we document a marked air-to-rail modal shift at a continental scale and a relative increase in long-distance rail travel. Together, these patterns point to a durable reconfiguration of professional mobility norms rather than a demand contraction. The pronounced drop observed in this sector contrasts sharply with national and Western European air mobility trends, challenging narratives of an inevitable post-covid rebound. This reconfiguration of mobility patterns in academia also challenges influential notions such as the ‘knowledge-action gap’ and the ‘fly or die’ hypothesis, and provides new insights into the relationship between environmental awareness, professional constraints, and behavior. More broadly, the emergence of these new mobility norms, which occurred in the absence of binding regulations, highlights the role of social and organizational dynamics in driving low-carbon transitions and shaping mobility-related mitigation strategies."
10.1088/1748-9326/ae5faa,False,Environmental Research Letters,该论文主要关注太阳能和风能项目的选址因素，涉及可再生能源开发和地理环境因素，但未明确提及大气环境遥感技术、空气质量监测或卫星观测等相关内容。,"['solar', 'wind', 'siting', 'renewable energy', 'population density']",Grace C Wu;Yohan Min;Ranjit Deshmukh;Paloma Cartwright;Joseph DeCesaro;Daniel Kerstan;Desik Somasundaram;Henry Strecker,Factors shaping the siting of utility-scale solar and wind projects in the United States,"The location of a wind or solar project is one of the most consequential decisions a renewable energy developer can make when planning a new project, as it shapes numerous aspects of project economics and local impacts on ecosystems and host communities. This study examines key factors influencing the siting of utility-scale solar and wind projects in the contiguous United States using multiple statistical and machine learning models and a robust sampling approach. We find that while proximity to transmission lines or substations and existing projects is critical for both technologies, solar locations are more flexible and are shaped by a greater diversity of factors including higher population density, greater road accessibility, and lower ecological impact. In contrast, wind locations are primarily driven by wind resource quality and agricultural land use. There are notable regional nuances in these national trends, with some variables like population density having greater effects in the Midwest. While individual models emphasize different predictors and regional patterns, the ensemble reveals consistent tendencies that increase confidence in interpretation. Lastly, the probabilities of wind and solar being sited in disadvantaged (DAC) and non-DAC areas vary across regions, suggesting that the Midwest and Northeast in particular may see disproportionately less development pressure from solar and wind projects in disadvantaged community census tracts."
10.1088/1748-9326/ae5fb4,False,Environmental Research Letters,该论文主要关注降雨变率和水文气候极端事件，虽然涉及气候和环境变化，但并未明确提及与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）直接相关的技术或方法。研究重点在于降雨谱和极端天气事件的演变，而非遥感技术的应用。,"['rainfall variability', 'hydroclimate extremes', 'precipitation spectrum']",Lin Pei;Shiguang Miao;Deliang Chen;Lei Zhao;Xiang-yu Huang;Guwei Zhang,Rising rainfall variability amplifies hydroclimate extremes in eastern China,"Global warming drives increased rainfall variability, fundamentally because of enlarged moisture holding capacity of the atmosphere. But what does this increase mean in practical terms for rainfall spectrum? Here, we explore the link between changes in rainfall variability and rainfall spectrum and project hydroclimate volatility changes over eastern China, using a combination of long-term observed daily precipitation records and multiple decadal convection-permitting climate simulations. The increase in rainfall variability is reflected in a shift in the rainfall spectrum—from light to more intense precipitation—indicating heightened hazards of both droughts and flash floods. These wider swings between wet and dry extremes are driven by more frequent occurrences of high daily convective available potential energy and convective inhibition values, and intensified by stronger East Asian summer monsoon circulations. Using a combined measure of precipitation intensity and dry spell duration, we project a 29.4% increase in the precipitation volatility index by the end of the 21st century under a high emissions scenario. Our findings highlight the growing importance of rainfall variability in shaping regional hydroclimate volatility and underscore the need to accelerate a shift in water management strategies toward integrated drought and flood risk management."
10.1088/1748-9326/ae6129,False,Environmental Research Letters,该论文主要关注热带植物对气候变化的响应，与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）没有直接关系。,[],Emma E Ramsay;Leanne Tan;Jiaa Ning Ho;Kang Min Ngo;Perrine Hamel,Evidence gaps in tropical plant responses to climate change,"Tropical plant species are highly vulnerable to climate change but remain underrepresented in global syntheses of species responses to climate change. Here, we systematically reviewed and synthesised evidence from 309 studies reporting tropical plant species responses to increases in temperature and changes in precipitation. We scored the direction of change for 2555 species-climate-responses including changes in survival and growth, and physiological and morphological traits. Our database included information for 1435 species across 124 families, but the direction of change varied across species, response traits and climate drivers. From a systematic assessment of the quantity, quality and agreement of evidence we found low overall confidence for each species-climate-response, largely due to a lack of repeated studies. The majority (85%) of species-climate responses were scored from a single study, reflecting large evidence gaps across tropical taxa and geographies. Given that ecosystem services are underpinned by species traits, these evidence gaps limit our ability to anticipate and manage changes in ecosystem service provision under climate change. Our synthesis highlights the need for replicable, decision-relevant research to support ecosystem management, biodiversity conservation and nature-based solutions in the tropics under mounting climate pressures."
10.1088/1748-9326/ae612b,False,Environmental Research Letters,该论文主要研究波浪和气泡对海洋内部氧气的影响，虽然涉及大气与海洋的界面交换过程，但核心内容聚焦于海洋内部的氧气浓度变化，而非大气环境遥感技术，如空气质量监测、卫星观测等。因此，它与大气环境遥感技术的关系较弱。,"['ocean', 'oxygen', 'bubble', 'gas transfer', 'wind-wave-bubble']",Paridhi Rustogi;Laure Resplandy;Seth Bushinsky;Luc Deike,The influence of waves and bubbles on oxygen in the ocean interior,"Bubble-mediated exchange during wave breaking is an essential pathway for oxygen transfer at the ocean–atmosphere interface. Conventional wind-dependent gas transfer velocity formulations generally ignore wave-bubble effects and use local wind speed alone to determine the air–sea gas exchange rate. Here, we quantify the influence of waves and bubbles using a generalised wind-wave-bubble gas transfer formulation that accounts for symmetric (diffusive flux through the unbroken ocean and large bubble surface) and asymmetric (pressurised large and small bubbles that dissolve completely) contributions. We contrast it with a widely used wind-dependent formulation using simulations from a global ocean circulation model over the historical period (1959–2020). Including waves and bubbles reduces the model–observation mismatch with quality-controlled biogeochemical Argo float oxygen concentrations in key mode and deep water mass formation regions by ∼70% to 90% and captures observed episodes of bubble-induced supersaturation. This addresses the systematic oxygen undersaturation bias simulated by the wind-dependent simulation. These surface changes propagate into the interior, raising oxygen concentrations by +2 to +10 µmol kg−1 across most water mass layers. The wind-wave-bubble formulation also enhances flux variability across timescales, and amplifies the climatological seasonal amplitude of the global air–sea oxygen flux by ∼30% relative to the wind-dependent formulation. These results establish bubbles as a first-order, global-scale control on ocean oxygen, resulting in a closer match to observed oxygen saturation and enhancing interior oxygen ventilation."
10.5194/essd-18-2971-2026,False,Earth System Science Data,该论文与大气环境遥感技术无关。它主要关注的是地震影响和地震效应的摄影数据库，与空气质量监测、卫星观测、大气成分分析或气溶胶检索等主题无关。,[],Andrea Tertulliani;Laura Graziani;Mario Locati;Manuela Sbarra;Corrado Castellano;Michele Berardi,The INGV macroseismic photographic database  (DFM): a structured photographic collection  of earthquake effects in Italy,"The DFM (Database Fotografico Macrosismico), managed by the INGV's macroseismic field survey team – preserves essential photographic records of earthquake effects that might otherwise be lost. Each image is carefully validated by experts using the European Macroseismic Scale 1998 to classify building damage. This expanding archive is a key resource for training surveyors, improving vulnerability assessments, and strengthening national preparedness for future seismic emergencies. 
 The Macroseismic Photographic Database (DFM) is a FAIR (Findable, Accessible, Interoperable, and Reusable) dataset developed and maintained by the Istituto Nazionale di Geofisica e Vulcanologia (INGV). It provides a structured archive of photographic evidence documenting the effects of moderate to strong earthquakes in Italy since the 1980s. The data collection is primarily carried out by the INGV's QUEST (QUick Earthquake Survey Team) during post-event macroseismic field campaigns. The database was initially conceived to preserve at-risk analogue photographic material but has evolved into a comprehensive digital resource where each image is catalogued with detailed metadata. The classification of building typologies and damage grades is standardised according to the principles of the European Macroseismic Scale 1998 (EMS-98). The DFM is designed for full interoperability within the INGV data ecosystem, linking each photograph to earthquakes, localities, and macroseismic observations contained in primary databases such as the Italian Seismological Instrumental and Parametric Database (ISIDe), the Parametric Catalogue of Italian Earthquakes (CPTI15), and the Italian Macroseismic Database (DBMI15). This paper describes the database structure, the data collection protocol, the metadata schema, and the technical solutions adopted to ensure data quality and accessibility. The DFM represents a valuable resource for scientific research in engineering seismology, historical seismology, and for training operators involved in damage assessment, providing crucial ground-truth data for seismic hazard studies and civil protection purposes. The dataset is publicly accessible at https://doi.org/10.13127/dfm (QUEST, 2023)."
10.5194/essd-18-2951-2026,False,Earth System Science Data,该论文主要关注海洋营养物质的重建，虽然涉及机器学习和水文观测，但与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）关系不大。,"['machine learning', 'ocean nutrient', 'hydrographic observations']",Chuanjun Du;Naiwen Zheng;Shuh-Ji Kao;Minhan Dai;Zhimian Cao;Dalin Shi;Qiancheng Li;Hao Wang;Xunlan Luo;Xiaolin Li,A historical nutrient dataset (1895–2024) for the  North Pacific: reconstructed from machine  learning and hydrographic observations,"Nutrient levels govern oceanic primary production, but measuring them is labor-intensive and costly. To address this, we used machine learning models to learn the hidden relationships between easy-to-measure ocean properties (like temperature and salinity) and nutrient levels. Applying this model, we created ~ 470 million nutrient data points across the North Pacific from 1895 to 2024. This data will help to understand nutrient dynamics and marine ecosystem variability under climate change. 
 Nutrients play a critical role in oceanic primary productivity and the biological pump. However, compared to hydrographic parameters such as temperature and salinity, nutrient observations are limited due to their labor-intensive and costly measurements. Thus, nutrient observations are several orders of magnitude sparser than hydrographic observations. In this study, we first established a rigorous data quality control procedure to clean the hydrographic and nutrient (including NO3-, NO2-, DIP, and Si(OH)4) observations collected from World Ocean Database (WOD) and CLIVAR and Carbon Hydrographic Data Office (CCHDO) in the North Pacific. Subsequently, the cleaned and high-quality CCHDO dataset was used to train three machine learning models – Random Forest, Light Gradient Boosting Machine (LightGBM), and Gaussian Process Regression – to establish relationships between nutrient concentrations and key variables, including space coordinates (longitude, latitude, and depth), time variables (year and month), and water mass properties (indexed by potential temperature and salinity). Validation shows that the reconstruction closely matches the observations, with Root Mean Squared Errors (RMSEs) of <1.41, <0.071, <0.089 and <3.07 µmol kg−1 for NO3-, NO2-, DIP, and Si(OH)4, respectively. The validated models were then applied to reconstruct nutrient concentrations from the hydrographic observations in WOD, most of which lacked direct nutrient measurements. This resulted in ∼473 million reconstructed nutrient data points across 1.92 million stations for each nutrient, spanning from 1895 to 2024, representing a 2127- to 2393-fold increase compared to the original nutrient observations in the North Pacific (197 539 to 222 234). This new dataset will be valuable for studying nutrient transport and budgets, spinning up and validating ocean biogeochemical models, assessing long-term nutrients and their stoichiometric changes driven by anthropogenic forcing and climate change. The dataset generated in this study is openly available via Zenodo (https://doi.org/10.5281/zenodo.17451417) (Du et al., 2025)."
10.5194/essd-2026-261,False,Earth System Science Data Discussions,该论文主要研究的是海洋温度和盐度的重建，虽然使用了卫星观测的海面高度异常数据，但其核心内容与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演等）关系不大，更偏向于海洋物理海洋学领域。,"['temperature and salinity', 'oceanography', '4D-MGA']",Haowen Wu;Wei Li;Hong Li;Guijun Han;Gongfu Zhou;Hanyu Liu;Lige Cao;Qingyu Zheng,A global high-resolution temperature and salinity reconstruction by spatiotemporal multiscale correlations and dynamic height constraints,"Temperature and salinity (T&amp;S) are fundamental in physical oceanography. Objective analysis can generate highly reliable gridded T&amp;S datasets. However, most existing representative products have relatively coarse resolution. This study develops a global 1/4° high-resolution product by integrating spatiotemporal correlations and physical constraints. Results show that the dataset achieves excellent overall accuracy and unbiased performance, while effectively capturing abundant mesoscale features. 
 High-resolution temperature and salinity (T & S) gridded datasets are essential for exploring large and mesoscale ocean phenomena. In this study, a global, weekly T & S gridded dataset with a horizontal resolution of 1/4° and a depth range of 0–1500 m from 2005 to 2023 is reconstructed using a four-dimensional multigrid analysis (4D-MGA) framework. With minimal prior statistical assumptions, the 4D-MGA efficiently extracts information from in-situ T & S profiles and satellite-observed sea level anomalies by integrating multiscale spatiotemporal correlation and physical constraints. The results show that the 4D-MGA product successfully delivers a credible, high-resolution analysis that combines robustness with reliable mesoscale information. Specifically, our product exhibits a lower root mean square error and excellent unbiased performance on a global scale when compared with the ARMOR3D product and the GLORYS reanalysis. http The product is then applied to investigate the linear trends of geostrophic transport within five key sections in WBCs. The 4D-MGA product is a subset of the high-resolution, objective analysis, gridded dataset for oceans, and it has the potential to advance our understanding of ocean dynamics and climate change. The weekly reconstructed dataset (4D-MGA) is freely available at https://doi.org/10.5281/zenodo.19378150."
