doi,is_relevant,journal,explanation,topic_words,authors,title,abstract
10.1088/1748-9326/ae1851,False,Environmental Research Letters,该论文的标题和摘要主要关注作物多样性对卡路里和经济产量稳定性的不同影响。它似乎与大气环境遥感技术（如空气质量监测、卫星观测和大气成分分析）没有直接关系。该研究的重点是农业生态系统，而非大气环境。,[],Avery W Driscoll;Sam J Leuthold;Eunkyoung Choi;Samantha M Clark;Daniel M Cleveland;Mary Dixon;Marian Hsieh;Jan Sitterson;Nathaniel D Mueller,Corrigendum: Divergent impacts of crop diversity on caloric and economic yield stability (2022 Environ. Res. Lett. 17 124015),
10.5194/acp-25-14825-2025,False,Atmospheric Chemistry and Physics,该研究论文主要关注COVID-19相关政策（如封锁和餐饮补贴计划）对伦敦市中心有机气溶胶来源的影响。它使用气溶胶化学成分监测仪（ACSM）的数据，通过正矩阵因子分解（PMF）方法识别和量化了不同来源的有机气溶胶，如交通、烹饪、生物质燃烧等。虽然涉及大气成分分析，但侧重于地面监测和源解析，与大气环境遥感技术（如卫星观测）的关联性不强。,"['organic aerosol', 'PM1', 'ACSM', 'COVID-19 policies', 'source apportionment']",Gang I. Chen;Anja H. Tremper;Max Priestman;Anna Font;David C. Green,How COVID-19 related policies reshaped organic aerosol source contributions in Central London,"This study quantified the impact of the COVID lockdown and the Eat Out To Help Out (EOTHO) on the sources/compositions of aerosols. The lockdown significantly reduced the primary emission sources. This study confirmed the important presence of cooking emissions from commercial kitchens in Central London by detecting the enhancement caused by the EOTHO policy after the lockdown. Biomass burning organic aerosol co-emitted with cooking activities from either the fuels or food ingredients used. 
 Organic aerosol (OA), a major component of submicron particulate matter (PM1), has significant impacts on both human health and climate. Quantifying its sources is therefore crucial for developing effective mitigation strategies. Positive matrix factorisation (PMF) applied to aerosol chemical speciation monitor (ACSM) mass spectral data offers a robust approach for quantifying OA sources. A year-long study of ACSM data from London's Marylebone Road monitoring station during the COVID-19 pandemic provides insights into the impact of lockdown and the Eat Out To Help Out (EOTHO) scheme, which offered support to the hospitality industry during the pandemic, on PM composition and OA sources. Five OA sources were identified including hydrocarbon-like OA (HOA, traffic-related, 11 % to OA), cooking OA (COA, 20 %), biomass burning OA (BBOA, 12 %), more-oxidized oxygenated OA (MO-OOA, 38 %), and less-oxidized oxygenated OA (LO-OOA, 21 %). Lockdown significantly reduced HOA (−52 %), COA (−67 %), and BBOA (−42 %) compared to their pre-COVID levels, while EOTHO doubled COA (+100 %) compared to the post-lockdown period. However, MO-OOA and LO-OOA were less affected, as these primarily originated from long-range transport. This research has demonstrated the importance of commercial cooking as a significant source of OA (20 %) and PM1 (9 %) in urban areas. The co-emission of BBOA with COA observed in Central London showed a similar diurnal cycle and response to the EOTHO policy, indicating that cooking activities might be currently underestimated and contribute to urban BBOA. Therefore, more effort is required to quantify this source and develop targeted abatement policies to mitigate emissions as currently limited regulation is in force."
10.5194/amt-18-6527-2025,True,Atmospheric Measurement Techniques,该论文主要研究使用高光谱分辨率激光雷达（HSRL）反演大气气溶胶的消光系数和后向散射系数。重点在于优化反演算法，特别是使用最优估计方法来降低噪声对反演结果的影响，尤其是在信噪比较低的情况下。该研究与大气环境遥感技术密切相关，因为它涉及使用卫星搭载的激光雷达进行大气气溶胶的观测，这对于空气质量监测和大气成分分析具有重要意义。虽然没有直接提到空气质量的具体污染物，但是气溶胶是大气成分的重要组成部分，对其进行精确测量有助于更好地理解和预测空气质量。,"['aerosol extinction', 'aerosol backscatter', 'High Spectral Resolution Lidar (HSRL)', 'remote sensing', 'air quality monitoring (indirectly)', 'satellite observations', 'atmospheric composition (aerosols)']",Sharon P. Burton;Johnathan W. Hair;Chris A. Hostetler;Marta A. Fenn;John A. Smith;Richard A. Ferrare,Aerosol extinction and backscatter Optimal Estimation  retrieval for High Spectral Resolution Lidar,"Advanced lidars can retrieve atmospheric aerosol backscatter, extinction, and linear depolarization ratio. However excessive noise propagation in the traditional inversion method can make extinction unusable when the signal is weak, such as from space. Implementing a weak constraint can reduce the noise propagation while preserving accuracy. Here we also focus on fully characterizing both random and systematic uncertainties and examining the tradeoff between uncertainty and resolution. 
 High Spectral Resolution Lidars (HSRLs) have been successfully deployed from a variety of platforms: ground based, airborne, and now satellite. These lidars are uniquely valuable for characterizing atmospheric aerosol and clouds, benefiting from the ability to characterize vertical variability in more detail than any passive instruments, and, compared to elastic backscatter lidars, provide additional channels of measurements that permit the direct retrieval of particulate extinction. Although analytic solutions exist for deriving particulate backscatter, extinction, and linear depolarization ratio, in the case of extinction, the analytic technique greatly magnifies measurement noise. Low signal-to-noise measurements stress the traditional inversion methods. Accordingly, algorithms for the retrieval of HSRL backscatter and extinction are re-examined and optimized to reduce the noise propagation. Here we explore an Optimal Estimation methodology and compare it with an implementation of the direct differentiation method like that historically used for the processing of airborne HSRL data from NASA Langley Research Center."
10.5194/essd-17-6129-2025,False,Earth System Science Data,该研究论文主要关注欧洲森林的生态水文动态，通过分析土壤和树木茎木质部的水同位素数据，探讨植物对水分的利用情况。研究重点在于不同季节和树种间水分来源的变化，旨在为改进生态水文模型和绘制欧洲水循环图提供数据支持。该研究与大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析，没有直接关联。,"['eco-hydrology', 'plant water use', 'soil water isotopes', 'tree stem xylem isotopes', 'European forests']",Marco M. Lehmann;Josie Geris;Ilja van Meerveld;Daniele Penna;Youri Rothfuss;Matteo Verdone;Pertti Ala-Aho;Matyas Arvai;Alise Babre;Philippe Balandier;Fabian Bernhard;Lukrecija Butorac;Simon D. Carrière;Natalie C. Ceperley;Zuosinan Chen;Alicia Correa;Haoyu Diao;David Dubbert;Maren Dubbert;Fabio Ercoli;Marius G. Floriancic;Alligin Ghazoul;Teresa E. Gimeno;Damien Gounelle;Frank Hagedorn;Christophe Hissler;Frédéric Huneau;Alberto Iraheta;Tamara Jakovljević;Nerantzis Kazakis;Zoltan Kern;Laura Kinzinger;Karl Knaebel;Johannes Kobler;Jiri Kocum;Charlotte Koeber;Gerbrand Koren;Angelika Kübert;Dawid Kupka;Samuel Le Gall;Aleksi Lehtonen;Thomas Leydier;Philippe Malagoli;Francesca Sofia Manca di Villahermosa;Chiara Marchina;Núria Martínez-Carreras;Nicolas Martin-StPaul;Hannu Marttila;Aline Meyer Oliveira;Gael Monvoisin;Natalie Orlowski;Kadi Palmik-Das;Aurel Persoiu;Andrei Popa;Egor Prikaziuk;Cécile Quantin;Katja T. Rinne-Garmston;Clara Rohde;Martin Sanda;Matthias Saurer;Daniel Schulz;Michael P. Stockinger;Christine Stumpp;Jean-Stéphane Vénisse;Lukas Vlcek;Stylianos Voudouris;Björn Weeser;Mark E. Wilkinson;Giulia Zuecco;Katrin Meusburger,Soil and tree stem xylem water isotope data from two pan-European sampling campaigns,"This study describes a unique large-scale isotope dataset to study water dynamics in European forests. Researchers collected data from 40 beech and spruce forest sites in spring and summer 2023, using a standardized method to ensure consistency. The results show that water sources for trees change between seasons and vary by tree species. This large dataset offers valuable information for understanding plant water use, improving ecohydrological models, and mapping water cycles across Europe. 
 The stable isotope ratios of hydrogen (δ2H) and oxygen (δ18O) are useful for studying ecohydrological dynamics in forests. However, most isotope-based eco-hydrological studies are limited to single sites, resulting in a lack of large-scale isotope data for understanding tree water uptake. Here, we provide a first systematic isotope dataset for soil and stem xylem water collected during two pan-European sampling campaigns at 40 beech (Fagus sylvatica), spruce (Picea abies), or mixed beech-spruce forest sites in spring and summer 2023 (https://doi.org/10.16904/envidat.542, Lehmann et al., 2024). The dataset is complemented by additional site-, soil-, and tree-specific metadata. The samples and metadata were collected by different researchers across Europe following a standardized protocol. Soil samples were taken at up to 5 depths (ranging from 0 to 90 cm) and stem xylem samples from the trunks of three beech and/or spruce trees per site. All samples were sent to a single laboratory, where all analytical work was conducted. Water was extracted using cryogenic vacuum distillation and analyzed with an isotope laser spectrometer. Additionally, a subset of the samples was analyzed with an isotope ratio mass spectrometer. Data quality checks revealed a high mean total extraction efficiency, mean water amount (>1 mL), accuracy, and precision. The isotopic signature of soil and stem xylem water varied as a function of the geographic origin and changed from spring to summer across all sites. While δ2H and δ18O were strongly correlated, the soil water data plotted closer to the Global Meteoric Water Line (GMWL) than the stem xylem water.  Specifically, the δ2H values of the xylem water were more enriched than those of the soil water, leading to a systematic deviation from the GMWL. Isotopic enrichment of the stem xylem water at mixed forest sites was larger for spruce trees than for beech trees. This dataset is particularly useful for large-scale studies on plant water use, ecohydrological model testing, and isotope mapping across Europe."
10.5194/essd-2025-626,False,Earth System Science Data Discussions,该研究论文主要关注亚得里亚海南部海域的二氧化碳分压(pCO2)和水文特征，特别是该区域作为稠密水形成区在碳吸收和释放中的作用。论文利用海洋观测数据，研究了该区域的物理和生物地球化学变化，旨在提高对亚得里亚海南部作为碳源或碳汇的理解。虽然涉及二氧化碳，但重点在于海洋碳循环过程，而非大气环境遥感技术，例如空气质量监测、卫星观测或大气成分分析。因此，该论文与大气环境遥感技术的关联性较弱。,"['pCO2', 'air-sea CO2 exchange', 'carbon sequestration', 'sea surface temperature', 'salinity', 'dissolved oxygen']",Carlotta Dentico;Angelo Rubino;Giuseppe Civitarese;Michele Giani;Giuseppe Siena;Stefano Kuchler;Julien Le Meur;Andrea Corbo;Vanessa Cardin,Surface pCO2 and hydrography in the dense water formation area of the southern Adriatic,"The ocean absorbs excess heat and carbon dioxide from human-driven climate change, causing warming, acidification, and impacts on marine life and coastal communities. The southern Adriatic, an important area for air-sea CO2 exchange, is still poorly characterized. Using high-resolution oceanographic measurements, local physical and biogeochemical changes were investigated, providing a dataset to improve future understanding of the role of the southern Adriatic as a carbon source or sink. 
 The rising CO2 concentration in the atmosphere leads to an increase in CO2 uptake in the ocean and to significant changes in seawater chemistry. These changes, in turn, exert profound effects on marine ecosystems across multiple trophic levels. The Mediterranean Sea is considered a hotspot for climate change. Despite such relevance, observations and studies on its carbonate system remain limited, especially in regions that play a crucial role in regulating air-sea CO2 exchange like intermediate and dense water formation areas. The southern Adriatic Sea, a key site for dense water formation in the eastern Mediterranean, hosts the EMSO ERIC and ICOS ERIC South Adriatic observatory (EMSO-E2M3A), operated by the Italian National Institute of Oceanography and Applied Geophysics (OGS). This facility allows the study of physical and biogeochemical dynamics in the deepest area of the Adriatic Sea. The suite of sensors deployed on the surface buoy allows for the characterization of water mass properties, biogeochemical cycles, dense water formation process, and ocean acidification, particularly in relation to carbon sequestration dynamics. Here, time series of meteorological data (e.g., wind speed, wind direction), sea surface physical parameters (e.g., temperature, salinity), dissolved oxygen and partial pressure of CO2 (pCO2sw) and pH from 2014 to 2024 will be presented (https://doi.org/10.13120/y2hw-1j63, Cardin et al., 2025). In particular, quality check and correction and post-processing methods applied to the data will be discussed. The validated surface dataset provides a consistent pCO2sw time series for the Adriatic Sea, with values and seasonal variability in agreement with previous observations across the Mediterranean. Associated temperature, salinity, oxygen, and wind measurements reproduce expected regional patterns, confirming the robustness and suitability of the presented dataset for further biogeochemical and climate-related analyses."
10.5194/gmd-18-8511-2025,True,Geoscientific Model Development,该研究论文提出了一种自动参数化大气光学厚度的方法，用于TIROS Operational Vertical Sounder (TOVS)的辐射传输模型（RTTOV）v13版本。该方法结合了统计推断和LASSO回归，以减少参数并选择相关气体。通过可见光红外成像辐射仪套件（VIIRS）通道的测试表明，该方法在保持精度的同时降低了计算量。该研究与大气环境遥感技术密切相关，因为它专注于提高卫星数据同化中辐射传输模型的效率，这对于空气质量监测、卫星观测和大气成分分析至关重要。通过减少计算成本和自动选择吸收气体，该方法有助于更有效地利用卫星数据进行大气研究。,"['atmospheric optical depth', 'radiative transfer model', 'RTTOV', 'parameterization', 'LASSO regression', 'sparsity', 'VIIRS', 'satellite data assimilation', 'absorbing gases', 'multispectral instruments']",Franklin Vargas Jiménez;Juan Carlos De los Reyes,Automatic optical depth parametrization in radiative transfer model RTTOV v13 via LASSO-induced sparsity,"This study proposes an automatic method to parameterize atmospheric optical depths in the Radiative Transfer for TIROS Operational Vertical Sounder (RTTOV) version 13 model. The approach combines statistical inference and Least Absolute Shrinkage and Selection Operator (LASSO) regression to reduce parameters and select relevant gases. Tests with Visible Infrared Imaging Radiometer Suite (VIIRS) channels show reduced computation while preserving accuracy. 
 The assimilation of satellite spectral sounder data requires fast and accurate radiative transfer models. This study proposes a novel methodology to automatically parameterize atmospheric optical depths within the Radiative Transfer for TOVS (RTTOV) version 13 scheme using statistical thresholds across pressure levels and Least Absolute Shrinkage and Selection Operator (LASSO) regression to induce sparsity. Numerical experiments with Visible Infrared Imaging Radiometer Suite (VIIRS) infrared channels demonstrate that this approach significantly reduces computational costs while maintaining accuracy. The sparsity also facilitates the automatic selection of absorbing gases and predictors by channel and pressure level, making it particularly effective for multispectral instruments with numerous atmospheric variables. These findings highlight the potential of sparse regression methods to enhance the efficiency of radiative transfer models for satellite data assimilation."
10.5194/gmd-18-8569-2025,True,Geoscientific Model Development,这篇论文主要研究如何利用卫星观测数据，特别是全天候的微波辐射数据，来改进全球天气预报。论文实现了基于JEDI框架的LGETKF算法，并将其应用于MPAS模型，用于同化AMSU-A卫星的辐射数据。研究发现，同化这些受云和降水影响的卫星数据可以改进湿度、风、云和降水的预报，尤其是在热带地区。虽然在某些区域的温度预报上出现了一些退化，但总体而言，这项研究展示了全天候卫星数据同化在提高天气预报准确性方面的潜力。该研究与大气环境遥感技术密切相关，因为它使用了卫星观测数据来分析和预测大气状态。,"['all-sky radiances', 'AMSU-A', 'satellite observations', 'data assimilation', 'weather forecast', 'moisture', 'wind', 'clouds', 'precipitation', 'global weather forecasts']",Tao Sun;Jonathan J. Guerrette;Zhiquan Liu;Junmei Ban;Byoung-Joo Jung;Ivette Hernandez Banos;Chris Snyder,"All-sky AMSU-A radiance data assimilation using the gain-form of Local Ensemble Transform Kalman filter within MPAS-JEDI-2.1.0: implementation, tuning, and evaluation","We evaluated a new ensemble data assimilation system that uses satellite observations in all weather conditions for global weather forecasts. The results show that including cloud- and precipitation-affected satellite data improves forecasts of moisture, wind, and clouds, especially in the tropics. This work highlights the potential of this new ensemble data assimilation system to enhance global weather forecasts. 
 The Gain-form of Local Ensemble Transform Kalman Filter (LGETKF) has been implemented in the Joint Effort for Data assimilation Integration (JEDI) with the Model for Prediction Across Scales – Atmosphere (MPAS-A) (i.e., MPAS-JEDI). LGETKF applies vertical localization in model space and is particularly convenient for assimilating satellite radiances that do not have an explicit vertical height assigned to each channel. Additional efforts are made to optimize the ensemble analysis procedure and improve the computational efficiency of MPAS-JEDI's LGETKF. This is the first application of JEDI-based LGETKF for assimilating radiance data in all-weather situations with a global MPAS configuration. The system is first tuned for covariance inflation and horizontal localization settings. It is found that using a combination of relaxation to prior perturbation (RTPP) and relaxation to prior spread (RTPS) outperforms using RTPP or RTPS alone, and using a smaller horizontal localization scale for all-sky radiances is preferable. With the optimized inflation and localization settings, assimilating all-sky radiances of the Advanced Microwave Sounding Unit – A (AMSU-A) window channels with an 80-member LGETKF improved the forecasts of moisture, wind, clouds, and precipitation fields, when compared to the benchmark experiment without assimilation of all-sky AMSU-A radiances. The positive forecast impact of all-sky AMSU-A radiances is the largest over the tropical regions up to 7 d. Some degradation in the temperature forecasts is seen over certain regions, where the model forecast is likely biased, causing deficiencies for assimilating all-sky data. The LGETKF capability is available in the recent public release of MPAS-JEDI and is ready for research and operational explorations."
10.5194/gmd-18-8535-2025,False,Geoscientific Model Development,该论文主要关注北极海洋和海冰的模拟，特别是使用E3SMv2-MPAS模型评估北极海冰分布、表面性质以及大西洋水层的结构。虽然该研究涉及海面温度等环境参数，但其重点在于海洋学过程和模型性能评估，而不是大气环境遥感技术。因此，它与空气质量监测、卫星观测或大气成分分析等大气遥感技术的关联性不强。,[],Xinyuan Lv;Huizan Wang;Yu Cao;Kaijun Ren;Yangjun Wang;Hao Ding,Evaluating the E3SMv2-MPAS ocean–sea ice coupled unstructured model in the Arctic: Atlantification processes and systematic biases,"This study evaluates the performance of the varying-resolution mesh model, E3SMv2-MPAS, in simulating key Arctic processes—from sea ice distribution and surface properties to the complex, three-dimensional structures of the Atlantic Water layer. We also pinpoint specific areas where the model still struggles, providing valuable directions for future model development. This progress means scientists can now use this tool more confidently to understand how Arctic ocean layers work and change. 
 Advancing high-resolution Arctic ocean–sea ice modeling is critical for understanding polar amplification and improving climate projections but faces challenges from computational limits and cross-scale interactions. The simulation capabilities of the ocean–sea ice coupled model (E3SMv2-MPAS) from the Energy Exascale Earth System Model (E3SM) 2.1 for the Arctic ocean–sea ice system are systematically evaluated using multi-source observational data. The model employs a latitudinally varying mesh, with resolution increasing from 60 km in the Southern Hemisphere to 10 km in the Arctic. This design balances computational efficiency with the accurate integration of low-latitude oceanic influences, while the unstructured mesh also enhances the geometric representation of Arctic straits. Together, these features form a simulation framework capable of resolving processes from seasonal to decadal timescales. Numerical results demonstrate E3SMv2-MPAS's superior Arctic simulation performance: (1) accurate reproduction of spatial heterogeneity in sea ice concentration, thickness, and sea surface temperature, including their 1995–2020 trend patterns; (2) faithful reproduction of both the freshwater content and transports through key Arctic gateways; (3) successful reconstruction of three-dimensional thermohaline structures within the Atlantic Water layer, capturing Atlantic Water's decadal warming trends and accelerated Atlantification processes – specifically mid-layer shoaling, heat content amplification, and reduced heat transfer lag times in the Eurasian Basin. Persistent systematic biases are identified: 0.5–1 m sea ice thickness overestimation in the Canadian Basin; Coordinated sea surface temperature/salinity underestimation and sea ice concentration overestimation in the Greenland and Barents Seas; Atlantic Water core temperature overestimation; Regional asymmetries in decadal thermohaline field evolution."
10.5194/gmd-18-8589-2025,False,Geoscientific Model Development,该论文介绍了一个名为CIBUSmod的生物物理农业食品系统模型，用于评估国家和次国家层面在需求和农业生产系统变化情景下资源利用和环境影响。该模型旨在量化不同转型路径中土地利用、养分流动和温室气体排放的权衡。虽然该模型涉及环境影响，但其重点是农业食品系统，而不是大气环境遥感技术，如空气质量监测、卫星观测或大气成分分析。,[],Johan O. Karlsson;Hanna Karlsson-Potter;Oscar Lagnelöv;Niclas Ericsson;Rasmus Einarsson;Per-Anders Hansson,CIBUSmod 25.09: a spatially disaggregated biophysical agri-food systems model for studying national-level demand- and production-side intervention scenarios,"CIBUSmod is a biophysical agri-food system model designed to evaluate resource use and environmental impacts on national and sub-national level under future scenarios involving changes in demand and agricultural production systems. It provides a flexible framework that can integrate regionalised data at the spatial resolution and aggregation level available. By enhancing transparency and usability in food systems modelling, CIBUSmod is a valuable tool for exploring agri-food systems transitions. 
 CIBUSmod 25.09 is an open-source, spatially disaggregated biophysical model designed to evaluate resource use and environmental impacts in agri-food systems on national and sub-national level under future scenarios involving changes in demand and agricultural production systems. It provides a flexible, modular framework that can integrate regionalised data on crop and livestock production systems at the spatial resolution and aggregation level available. In the model agricultural production is distributed regionally to meet an exogenous demand, while enforcing several constraints that ensure internally consistent scenarios that are biophysically and agronomically feasible. Using Sweden as a case study, the model's application is demonstrated by constructing and validating a baseline and conducting a scenario analysis. The results highlight CIBUSmod's ability to quantify trade-offs in land use, nutrient flows, and greenhouse gas emissions across different transition pathways. The model is designed to be accessible, utilising Python and Jupyter Notebooks with Excel-based input data management. It is publicly available under the GNU GPLv3 licence. By enhancing transparency and usability in food systems modelling, CIBUSmod serves as a valuable tool for researchers to explore sustainable agri-food systems transitions at national and sub-national scales."
10.1021/acs.est.5c08503,False,Environmental Science & Technology,该研究的标题和摘要主要关注的是一种GenX同系物对小鼠胆汁酸代谢的影响，以及肝脏PPARα在该过程中的作用。研究内容集中在生物医学领域，探讨了环境暴露对生物体内代谢过程的性别差异性影响。与大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析等，没有直接关联。,[],Wanlan Ren;Fengfeng Dong;Zhiru Wang;Yong Guo;Nan Sheng;Jiayin Dai,Exposure to a GenX Homologue Results in Sexually Dimorphic Bile Acid Metabolism Disorders Mediated by Hepatic PPARα in Mice,
