doi,is_relevant,journal,explanation,topic_words,authors,title,abstract
10.5194/essd-18-691-2026,False,Earth System Science Data,该论文主要关注德国的河流水质数据集，涉及水质、水温、溶解氧等变量，与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）相关性较低。,"['river water quality', 'water temperature', 'oxygen']",Pia Ebeling;Alexander Hubig;Alexander Wachholz;Ulrike Scharfenberger;Sarah Haug;Tam Nguyen;Fanny Sarrazin;Masooma Batool;Andreas Musolff;Rohini Kumar,"QUADICA v2: extending the large-sample data set for water QUAlity, DIscharge and Catchment Attributes in Germany","The updated river water quality data set for Germany offers longer records, new variables such as water temperature and oxygen, and time series of pollution sources, and it adds more stations with both water quality and flow data. These improvements provide clearer insights into how stream water quality changes over time and how human activities affect aquatic ecosystems. 
 The QUADICA version 2 dataset significantly expands upon the first version of QUADICA (water QUAlity, DIscharge and Catchment Attributes for large-sample studies in Germany), by incorporating more recent data, additional water quality and driver variables, and more stations with concurrent water quantity data. Specifically, QUADICA v2 extends the water quality time series of the first version up to 2020 and introduces new variables, including water temperature, oxygen, and chlorophyll a concentrations, as well as concentrations of ammonium, sulfate, and geogenic solutes like calcium. These additions enable a more comprehensive understanding of ecological impacts, including eutrophication effects, and water quality dynamics across catchments. Furthermore, the number of stations with both water quality and quantity data has effectively doubled – now covering 637 out of the total 1386 stations – by integrating QUADICA with the CAMELS-DE and Caravan-DE datasets. The inclusion of time series on point and diffuse sources of both nitrogen and phosphorus allows for more thorough investigations of driver-response relationships and nutrient export from catchments. To facilitate visualization and exploration of QUADICA, we provide a user-friendly, interactive R application alongside the online data repository, as well as a browser-based web app for inspecting the dataset. This makes QUADICA v2 a comprehensive dataset that spans from driver to impact variables, offering a valuable resource for researchers and practitioners. QUADICA v2 is available at https://doi.org/10.4211/hs.c2866cd416b94ca386deb5758834311f (Ebeling et al., 2025)."
10.5194/essd-2026-36,False,Earth System Science Data Discussions,虽然该研究使用了X射线断层扫描技术来监测干雪的微观结构变化，但其主题是关于雪的物理变化（雪的相变），而不是大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析或气溶胶反演）。因此，它与大气环境遥感技术的关系不强烈。,"['X-ray tomography', 'snow metamorphism', 'microstructure']",Oscar Dick;Neige Calonne;Benoit Laurent;Pascal Hagenmuller,Monitoring dry snow metamorphism using 4D tomography across 20 experimental conditions,"Snow microstructure undergoes constant shape transformations known as snow metamorphism. Observing first-hand snow metamorphism is key to improving the modelling of these transformations. In this work, we monitor snow microstructure evolution during metamorphism by X-ray tomography. We provide a data set at high spatial and temporal resolution of 3D images of snow microstructure evolving through a wide range of experimental conditions, along with videos showing these transformations. 
 Refined observations of the temporal evolution of snow microstructure are crucial for improving the understanding and modeling of snow metamorphism. X-ray tomography has opened new possibilities for observing the microstructure of dry snow by enabling 3D imaging of the ice and air arrangement with micrometric resolution. The development of cells that control the thermal boundary conditions of a snow sample during scanning has made in-situ monitoring of microstructural changes during metamorphism possible. However, such data sets remain scarce and are often limited in terms of the snow evolution conditions explored. In this work, we use highly resolved X-ray tomography to characterize the temporal evolution of dry snow microstructure under a wide range of thermal boundary conditions. We designed a snow-metamorphism cell to continuously control the temperature at the boundaries of a centimeter-sized snow sample directly inside the tomograph. Using this setup, we conducted a total of 20 snow metamorphism experiments, covering mean snow temperatures from -3 to -17 °C, snow temperature gradients from 0 to 100 K m⁻¹, and five initial snow samples with varying snow types, densities, and specific surface areas. Each experiment lasted 7 days, during which tomographic measurements were performed every 4 hours at a spatial resolution of 8.5 µm. We provide a unique set of 4D data in .zarr format, consisting of time series of binary 3D images of snow undergoing the aforementioned experiments. These images are particularly well-suited for investigating local processes, such as the interface growth velocity, as well as for computing various physical properties of snow. In addition, videos showing the temporal evolution of the snow microstructure for the 20 experiments are provided."
10.1021/acs.est.5c04489,False,Environmental Science & Technology,该论文主要关注化学品和材料的预测模型及其集成策略，以实现对其影响的综合评估，与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）关系不大。,"['predictive models', 'integration strategies', 'chemicals and materials']",Angela Serra;Marcella Torres Maia;Periklis Tsiros;Vasileios Minadakis;Rafael Riudavets-Puig;Adrien Perello-y-bestard;Fotini Nikiforou;Achilleas Karakoltzidis;Emanuele Di Lieto;Alexandra Schaffert;Zeyad Al-Abdulraheem;Ishita Virmani;Olga Dziubaniuk;Sikri Karhukorpi;Joahim Dokler;Dimitrios Zouraris;Dimitris G. Mintis;Dimitra-Danai Varsou;Andreas Tsoumanis;Georgia Melagraki;Panagiotis Isigonis;Anastasios G. Papadiamantis;Marija Buljan;Anna Agalliadou;Laura-Jayne A. Ellis;Jacques-Aurélien Sergent;Matheus Alves Siqueira de Assunção;Diego Stéfani Teodoro Martinez;David Winkler;Seung-Geun Park;Seung Min Ha;Zayakhuu Gerelkhuu;Tae Hyun Yoon;Spyros Karakitsios;Dimosthenis A. Sarigiannis;Antreas Afantitis;Stefano Cucurachi;Tommaso Serchi;Antonino Marvuglia;Thomas Exner;Jaakko Siltaloppi;Martin Paparella;Willie Peijnenburg;Peter Wick;Iseult Lynch;Haralambos Sarimveis;Dario Greco,Review on Predictive Models and Integration Strategies for Holistic Impact Assessment of Chemicals and Materials,"Rapid innovation in chemicals and materials calls for innovative integrated approaches that can assess their impacts across different areas. The Safe and Sustainable-by-Design (SSbD) framework, developed by the European Commission’s Joint Research Centre (JRC), offers a comprehensive approach with which to evaluate the safety and sustainability of chemicals and materials across their lifecycle. While SSbD uses various modeling approaches to assess impacts on human health, the environment, and socioeconomic factors, these are often applied independently, hindering a holistic understanding of the complex interactions between these factors and thus the simultaneous optimization of function, cost, safety and sustainability. This review describes existing predictive models and available strategies for their integration to facilitate more comprehensive and holistic chemical and material impact assessments. Specifically, we examine three model integration strategies: consensus integration that combines model predictions for the same impact categories, weighted aggregation that combines different scores in a unified one, and pipeline integration that links models sequentially to create a more unified assessment. Furthermore, we address key concepts related to the uncertainty of model predictions and the applicability domain of models, highlighting how these evolve in integrated frameworks. Insights into the applications of these integration strategies and challenges will allow a more accurate, coherent, and sustainable approach to chemical and material safety and sustainability assessments."
10.1021/acs.est.5c08638,False,Environmental Science & Technology,该论文主要研究的是铁矿石尾矿中微生物处理和有机质矿质稳定化的机制，虽然使用了质谱技术进行亚微米尺度的分析，但其核心内容与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）无关。,"['isotopic labeling', 'mass spectrometry', 'NanoSIMS']",Songlin Wu;Zhen Li;Fang You;Wei Fu;Qi Feng;Guanghui Yu;Cheng-Wei Kao;Ting-Shan Chan;Baodong Chen;Gordon Southam;Longbin Huang,Microbial Processing and Mineral Stabilization of Organic Matter in Iron Ore Tailings: A Four-Year Microcosm Study via Isotopic Labeling and Submicron-Scale Analysis,"Microbial utilization and formation of organic matter (OM) are key driving processes in the eco-engineered pedogenesis in iron (Fe) ore tailings, underpinning sustainable ecological rehabilitation. This four-year microcosm study aimed to unravel the mechanisms of relatively long-term OM transformation and stabilization subject to microbial processing in the OM amended Fe-ore tailings. The method of isotopic tracing (13C-glucose and 13C/15N-labeled spring wheat biomass) and a high-resolution Orbitrap mass spectrometry and nanoscale secondary ion mass spectrometry (NanoSIMS) were employed to characterize molecular composition of OM and organo-microbial-mineral interactions in the resultant tailings technosol at the submicron scale. It was revealed that both soluble (i.e., glucose) and solid (plant biomass) OM used to amend tailings for soil formation generated a diverse range of molecules, including protein-, lipid-, and lignin-like compounds. These organics were predominantly stabilized by Fe- and Al-rich minerals heterogeneously. Meanwhile, microbial 14N2 fixation was observed in tailings primed with 13C-glucose, resulting in microbial OM enriched with 13C and 14N. A dynamic OM turnover in the tailings amended with 13C/15N-labeled spring wheat biomass was observed, which was characterized by the decrease of exogenous 13C/15N and the emergence of organic compounds containing atmospheric sources of 12C/14N. These microbial and mineral-mediated OM formation and stabilization processes indicate the emergence of developing soil ecological resilience, indicated by in situ microorganism-driven C/N biogeochemistry in the initially OM-amended tailings."
10.1021/acs.est.5c12999,False,Environmental Science & Technology,该论文主要研究全氟和多氟烷基物质（PFASs）对老年人血糖代谢的影响，虽然涉及环境暴露和生物标志物，但并未直接涉及大气环境遥感技术，如空气质量监测、卫星观测、大气成分分析或气溶胶检索。因此，它与大气环境遥感技术的关系不强。,"['PFASs', 'glycometabolism', 'multiomics']",Jiran Zhang;Peijie Sun;Huimin Ren;Xiaojie Guo;Enmin Ding;Xiao Ma;Chenfeng Li;Chenlong Li;Yibo Xu;Kangning Cao;Jiankun Qian;Chenglei Qi;Yongjun Situ;Shilu Tong;Xiaobo Lu;Song Tang;Xiaoming Shi,Exposure to Per- and Polyfluoroalkyl Substances and Abnormal Glycometabolism in Healthy Elderly: Multiomics Evidence from the China BAPE Study,"Mounting evidence suggests that per- and polyfluoroalkyl substances (PFASs), are key drivers of glycometabolism disorders. However, the extent to which this association persists in the elderly population, as well as the underlying mechanisms involved, remains insufficiently characterized. This study aimed to comprehensively investigate associations between PFASs exposure and glycometabolic markers in the healthy elderly using integrated multiomics approach, elucidating underlying biological mechanisms. A panel study was conducted among 76 healthy elderly aged 60–69 years living in Jinan City, China, with five consecutive monthly surveys. Blood concentrations of nine PFASs and five glycometabolic markers were measured. Associations between both individual and combined exposures to PFASs and glycometabolic markers were investigated through a linear mixed-effects model (LMM) and Bayesian kernel machine regression (BKMR). Integrated multiomics analysis delineated mechanisms by which PFASs exposure disrupts glycometabolism. We observed that a single exposure to perfluorobutanoic acid (PFBA) was significantly associated with increases in all five glycometabolic markers. Exposure to perfluorodecanoic acid (PFDA) and perfluorohexanesulfonic acid (PFHxS) was associated with increases in fasting plasma glucose (FPG) and glycated serum protein (GSP), while PFHxS was additionally associated with the triglyceride-glucose index (TyG). Furthermore, the BKMR model further indicated a synergistic and positive association between PFAS mixtures and these markers. Multiomics analyses identified 48 canonical pathways potentially mediating these metabolic disruptions. These findings highlight the need to prioritize reduction of PFASs exposure as a public health strategy for preventing and managing type 2 diabetes mellitus (T2D), particularly in aging populations worldwide."
10.1021/acs.est.5c13054,False,Environmental Science & Technology,该论文主要关注的是通过增强海洋碱度来从大气中去除二氧化碳，以缓解气候变化。虽然与大气环境有关，但重点在于地质和海洋化学过程，而非大气环境遥感技术，如空气质量监测、卫星观测等。,"['ocean alkalinity enhancement', 'carbon sequestration', 'climate change']",Chonggang Yang and Ellias Y. Feng,Life Cycle Perspective-Based Modeling Assessment of Ocean Alkalinity Enhancement,"The removal of carbon dioxide from the atmosphere via ocean alkalinity enhancement (OAE) is proposed and discussed to mitigate climate change. We modeled the life cycles of four types of OAE technologies (ocean liming, accelerated weathering of limestone, mineral carbonation–ocean liming, and coastal enhanced weathering) in an Earth system model and investigated their environmental impacts. When the OAE is simulated to operate from the year 2030 to 2099 in 12 different coastal areas, the carbon emissions generated from the OAE’s mining, processing, transportation, and dumping can significantly offset their carbon sequestration effects, causing specific OAE technologies unable to reduce atmospheric CO2. Among all four OAE technologies, coastal enhanced weathering exhibits the best overall carbon removal effectiveness, while the North Atlantic has the highest potential to store OAE-captured CO2. All OAE runs have an OAE-induced oceanic carbon leakage into the atmosphere, especially when clean energy is utilized to power the OAE activities, highlighting the necessity to consider the carbon removal additionality, permanency, and leakage performance for robust modeling assessment."
10.1021/acs.est.5c15779,False,Environmental Science & Technology,该论文研究的是微塑料对海洋鱼类在海洋酸化环境下的生理代谢影响，虽然涉及环境污染物和海洋环境，但主要关注点在于生物生理学而非大气环境遥感技术，如空气质量监测、卫星观测、大气成分分析或气溶胶反演等。,"['microplastics', 'ocean acidification', 'energy metabolism']",Ling Liu;Haiyang Yin;Yuqing Ma;Yanan Xu;Bin Liu;Jianxue Feng;Cunlong Wang;Bianhao Zeng;Tengzhou Li;Le Sun;Xuewei Wang;Ping Li;Mingyi Wang;Zhi-Hua Li,Photoaged Microplastics Disrupt the Response of Marine Medaka (Oryzias melastigma) to Ocean Acidification: Perspectives from Energy Metabolism and Ammonia Production,"Ocean acidification (OA) and microplastics (MPs, <5 mm) are co-occurring stressors that threaten marine ecosystems. Although the marine environment contains multiple pollutants, OA can alter the environmental behavior of MPs, influencing their toxicity and environmental fate. Therefore, investigating the interactive effects of OA and MPs is essential. Fish can activate physiological compensatory mechanisms to adapt to OA; however, it remains unclear how MPs affect these mechanisms. In this study, marine medaka were exposed to acidified seawater (pH 7.70) containing environmentally relevant concentrations of MPs (0.1 mg/L) for 90 days to investigate the disruptive effects of MPs on responses to OA. The results showed that while OA triggered compensatory energy metabolism reprogramming to enhance ammonia production, MPs disrupted this process, reducing the TCA cycle intermediate α-ketoglutarate. This α-ketoglutarate deficiency limited the glutamate supply for ammonia production. Simultaneous inhibition of glutamate dehydrogenase activity further limited glutamate availability. As a result, MPs reduced the level of ammonia production by 25.29%, compromising the ability to neutralize excess H+. Crucially, photoaging exacerbated this toxicity, leading to a 32.04% reduction in ammonia production. This study demonstrates that MPs interfere with fish responses to OA via α-ketoglutarate-mediated metabolic reprogramming, highlighting a vulnerability in marine organisms facing climate change scenarios."
10.1021/acs.est.5c17460,False,Environmental Science & Technology,该论文主要关注可持续航空燃料（SAF）的生产，特别是将纤维素生物乙醇和酒精制喷气（ATJ）生产工艺设在一起的经济和环境影响评估。虽然它涉及生物质和碳强度等与大气环境间接相关的概念，但并未直接探讨大气环境遥感技术，如空气质量监测、卫星观测、大气成分分析或气溶胶反演等主题。,"['air quality monitoring', 'satellite observations', 'atmospheric composition analysis', 'aerosol retrieval']",Maria F. Bianco;Wenjun Guo;Madhu Khanna;Jeremy S. Guest,Co-Location of Cellulosic Bioethanol and Alcohol-to-Jet (ATJ) Production Facilities for Targeted Scale-Up of Sustainable Aviation Fuel (SAF) Production,"Achieving aerospace industry net-zero emissions by 2050 requires rapid scaling of sustainable aviation fuel (SAF) production. Leveraging existing infrastructure, proven technologies like Alcohol-to-Jet (ATJ), and low carbon intensity (CI) feedstocks (e.g., switchgrass and miscanthus) can support this transition and help achieve near-term emissions reduction targets. This study evaluates the implications of lignocellulosic ethanol biorefinery siting and integration with petroleum refineries to produce SAF across 1000 sites randomly sampled from areas suitable for perennial grasses in the U.S. rainfed region. To better understand the logistics of material transport and handoffs, we integrated models of biomass harvest, transport, ethanol, and ATJ production in a stochastic framework based on Monte Carlo simulations to characterize SAF minimum selling price (MSP) and carbon intensity (CI), considering site-specific parameters (e.g., feedstock production, transportation, taxes, incentives). The results indicate trade-offs between MSP and CI across locations, with median MSP ranging from 7.9 to 12.8 USD·gal–1 and CI from −9.7 to 39.4 gCO2e·MJ–1. Despite high estimated decarbonization costs (580 USD·tonCO2e–1), our results indicate that site-specific deployment of ATJ with low-CI feedstocks can improve sustainability outcomes. The framework provides a systematic approach to assess cost and sustainability trade-offs across locations, considering the end-to-end supply chain and supporting an informed investment in SAF production."
10.1021/acs.est.5c15202,False,Environmental Science & Technology,该论文主要纪念一位环境工程和化学工程领域的科学家，她的研究重点是水处理技术和水质分析，未涉及大气环境遥感技术。,[],David M. Cwiertny;Edward P. Kolodziej;Gabrielle P. Black;John Kucklick;Ruth Marfil-Vega;Andrew D. McEachran;Benjamin J. Place;Jessica L. Reiner;Alix E. Rodowa,In Memoriam: The Scientific Legacy of Dr. Katherine T. Peter,"The untimely passing of Dr. Katherine T. Peter on November 4, 2024, was profoundly felt by the many scientists, colleagues, friends, mentors, and mentees whom she touched throughout her career. To everyone who knew Kathy, two things stood out: her deep love for her husband and son, Jason and Oliver Dorn, and her unwavering passion for the meticulous development of research tools for public and environmental health. Kathy obtained a B.S. in Chemical Engineering from Washington University and a Ph.D. in Civil and Environmental Engineering from the University of Iowa before conducting postdoctoral research at the Center for Urban Waters (University of Washington─Tacoma) and the National Institute of Standards and Technology. She authored over 25 peer-reviewed publications focused on water treatment technologies, water quality characterization, and high-resolution mass spectrometry tools. Her contributions were recognized with numerous honors, including the James J. Morgan Environmental Science & Technology Early Career Award and the Best Practices for Non-Targeted Analysis Outstanding Service Award. Kathy excelled as a researcher and collaborator, a skilled coordinator of multidisciplinary science, a passionate advocate for community outreach and engagement, and a gifted communicator who made complex ideas accessible─all while maintaining the life she loved as a dedicated mother, wife, quilter, and hiker."
10.1021/acs.est.5c09180,False,Environmental Science & Technology,该论文主要研究有机磷酯类化合物对秀丽隐杆线虫的毒性及其对生殖-代谢-衰老信号通路的影响，不涉及大气环境遥感技术，如空气质量监测、卫星观测或大气成分分析等。,"['TDCPP', 'BDCPP', 'Caenorhabditis elegans', 'toxicity', 'aging']",Yi Peng;Yang Zheng;Chongli Shi;Chen Wang;Mengyan Huang;Lingjun Zeng;Susu Wang;Xuan Zhou;Yangzhizhe Gao;Jiawei Hong;María Dolores Hernando Guil;Amadeo R. Fernández-Alba;Damià Barceló;Hui Li,"Disruption of the Reproductive–Metabolic–Aging Signaling Cascade by Organophosphate Esters: Comparative Toxicity of Tris(1,3-dichloro-2-propyl) phosphate and Bis(1,3-dichloro-2-propyl) phosphate in Caenorhabditis elegans","Tris(1,3-dichloro-2-propyl) phosphate (TDCPP) is an emerging environmental contaminant of concern due to its widespread presence and potential toxicity. Its metabolite, bis(1,3-dichloro-2-propyl) phosphate (BDCPP), plays a critical role in mediating TDCPP-induced toxicities and may exacerbate aging-related processes. In this study, we quantitatively compared the bioconcentration and toxicity of TDCPP and BDCPP in Caenorhabditis elegans. BDCPP exhibited higher environmental persistence and bioaccumulation potential than TDCPP. Exposure to 0.1–1000 μg/L TDCPP and BDCPP increased Oil red O staining (7.88%–55.44%, 6.42%–33.92%), lipofuscin levels (5.44%–35.98%, 3.54%–28.66%), and reduced the mean lifespan (3.09%–10.31%, 1.84%–8.74%). Overall, TDCPP caused greater triglyceride (TG) accumulation, lipofuscin formation, and lifespan reduction compared to BDCPP. TDCPP reduced brood size by 5.30%–18.95%, while BDCPP exposure increased brood size by up to 13.90%. Mechanism investigations revealed that TDCPP and BDCPP induce aging through distinct pathways. The adverse outcome pathways revealed that BDCPP disrupted germline stem cells (GSCs) apoptosis, transmitting reproductive signals through the kri-1-daf-16-lipl-4 signaling cascade, impairing TG hydrolysis and lifespan, while TDCPP acted through a GSC-independent route. These findings underscore the central role of GSCs in BDCPP-induced aging, enhance our understanding of BDCPP as a secondary pollutant, and provide critical data for assessing the ecological and health risks of chlorinated organophosphate esters."
