doi,is_relevant,journal,explanation,topic_words,authors,title,abstract
10.1126/science.ads6027,True,Science,这篇论文的标题和摘要表明它与大气环境遥感技术相关，尤其是与空气质量监测和卫星观测有关。论文关注的是美国政府对气候变化和健康研究的资金投入不足，这与大气环境遥感技术密切相关，因为这些技术可以帮助我们更好地理解气候变化对健康的影响，并监测空气质量的变化。,"['air quality', 'satellite observations', 'climate change', 'health research', 'funding']",Meredith Wadman,U.S. agency funding for climate and health research falls short,
10.1038/s43247-024-01637-8,True,Communications Earth & Environment,这篇论文研究了2023年的全球气温异常，并分析了海洋表面温度变化对全球气温的影响。研究表明，2023年的气温异常与历史趋势一致，并与厄尔尼诺现象相关的海洋表面温度异常相吻合。研究利用格林函数方法量化了海洋表面温度模式对2023年全球气温异常的影响，并将其与之前的记录高温年份进行了比较。研究结果表明，海洋表面温度变化和区域性强迫是2023年气温异常的主要因素，而人类活动导致的全球变暖则是一个稳定的趋势。这项研究利用了卫星观测数据，并分析了海洋表面温度变化对全球气温的影响，因此与大气环境遥感技术相关。,"['sea surface temperature', 'global warming', 'El Niño', 'satellite observations', 'climate change']",Bjørn H. Samset;Marianne T. Lund;Jan S. Fuglestvedt;Laura J. Wilcox,2023 temperatures reflect steady global warming and internal sea surface temperature variability,"2023 temperatures fall in line with historical trends, with warm anomalies typical of El Niño, indicating dominance of sea surface temperature variability and regional forcing, according to an analysis for isolating the 2023 global surface contribution from various ocean basins. 
 2023 was the warmest year on record, influenced by multiple warm ocean basins. This has prompted speculation of an acceleration in surface warming, or a stronger than expected influence from loss of aerosol induced cooling. Here we use a recent Green’s function-based method to quantify the influence of sea surface temperature patterns on the 2023 global temperature anomaly, and compare them to previous record warm years. We show that the strong deviation from recent warming trends is consistent with previously observed sea surface temperature influences, and regional forcing. This indicates that internal variability was a strong contributor to the exceptional 2023 temperature evolution, in combination with steady anthropogenic global warming. 2023 temperatures fall in line with historical trends, with warm anomalies typical of El Niño, indicating dominance of sea surface temperature variability and regional forcing, according to an analysis for isolating the 2023 global surface contribution from various ocean basins."
10.1038/s43247-024-01636-9,True,Communications Earth & Environment,该研究利用卫星数据和模型模拟，分析了1982年至2016年间全球陆地生态系统生产力最佳温度的变化趋势。研究发现，随着气候变暖，植物生长适应了温度变化，导致最佳温度呈上升趋势。这表明气候变化对陆地生态系统生产力的负面影响可能比之前认为的要小。该研究利用了卫星观测数据，并结合模型模拟，对全球生态系统生产力变化进行了深入分析，体现了大气环境遥感技术在监测气候变化和生态系统变化方面的应用价值。,"['satellite observations', 'ecosystem productivity', 'vegetation growth', 'climate change', 'temperature', 'CO2', 'precipitation']",Zhongxiang Fang;Wenmin Zhang;Lanhui Wang;Guy Schurgers;Philippe Ciais;Josep Peñuelas;Martin Brandt;Hui Yang;Ke Huang;Qiu Shen;Fensholt Rasmus,Global increase in the optimal temperature for the productivity of terrestrial ecosystems,"Climate change may have less negative impact on terrestrial ecosystem productivity as vegetation growth adapts to climatic warming, increasing optimal temperature from 1982 to 2016, according to evidence from satellite-derived ecosystem productivity, climate variables, and ecosystem simulations. 
 Vegetation growth may adapt to climate warming by adjusting the relationship between photosynthetic capacity and temperature. However, changes in the optimal temperature for ecosystem productivity during recent decades of warming remain uncertain. Here we provide empirical evidence that global optimal temperature increased at a rate of 0.017 ± 0.002 °C y−1 from 1982 to 2016, using multiple datasets of satellite-derived productivity and climate variables. Model simulations show that the optimal temperature will increase by 0.027 ± 0.001 °C y−1 until the end of 21st century. The global increasing optimal temperature is consistent with increasing mean air temperatures and model simulations further confirm the key role of temperature in regulating changes in optimal temperature, while being co-regulated by other factors, such as CO2 and precipitation. These results suggest that vegetation is acclimating to warming and that the negative impacts of climate change on ecosystem productivity may be less severe than previously thought. Climate change may have less negative impact on terrestrial ecosystem productivity as vegetation growth adapts to climatic warming, increasing optimal temperature from 1982 to 2016, according to evidence from satellite-derived ecosystem productivity, climate variables, and ecosystem simulations."
10.1038/s43247-024-01634-x,True,Communications Earth & Environment,该研究利用卫星数据分析了智利细颗粒物（PM2.5）污染对老年人死亡率的影响。研究发现，每月PM2.5浓度增加10μg/m3，与75岁以上人群全因死亡率增加1.7%相关。研究结果表明，卫星数据可以有效地用于监测空气质量，并评估空气污染对健康的影响。,"['air quality monitoring', 'satellite observations', 'PM2.5', 'fine particulate matter', 'atmospheric composition analysis', 'mortality', 'elderly']",Pablo Busch;Paulo Rocha;Kyung Jin Lee;Luis Abdón Cifuentes;Xiao Hui Tai,Short-term exposure to fine particulate pollution and elderly mortality in Chile,"For Chilean people aged 75 and over, a monthly increase in the levels of fine particulate matter, a form of air pollution, are consistently associated with higher all-cause mortality, based on an analysis of satellite PM2.5 data and health records. 
 Exposure to fine particulate matter (PM2.5) is known to cause adverse health outcomes. Most of the evidence has been derived from developed countries, with lower pollution levels and different demographics and comorbidities from the rest of the world. Here we leverage new satellite-based measurements of PM2.5, combined with comprehensive public records in Chile, to study the effect of PM2.5 pollution on elderly mortality. We find that a 10 μg/m3 monthly increase in PM2.5 exposure is associated with a 1.7% increase (95% C.I.: 1.1–2.4%) in all-cause mortality for individuals aged 75+. Satellite-based measurements allow us to comprehensively investigate heterogeneous effects. We find remarkably similar effect sizes across baseline exposure, rural and urban areas, income, and over time, demonstrating consistency in the evidence on mortality effects of PM2.5 exposure. The most notable source of heterogeneity is geographical, with effects closer to 5% in the center-south and in the metropolitan area. For Chilean people aged 75 and over, a monthly increase in the levels of fine particulate matter, a form of air pollution, are consistently associated with higher all-cause mortality, based on an analysis of satellite PM2.5 data and health records."
10.1038/s41612-024-00748-5,True,npj Climate and Atmospheric Science,这篇论文研究了西太平洋热带气旋的移动速度和路径变化趋势。研究发现，热带气旋的平均移动速度在过去几十年中有所下降，而其移动路径则呈现出向北迁移的趋势。论文认为，这些变化与气候变化导致的大气环流变化有关，并可能加剧热带气旋带来的风险。论文使用了卫星观测数据来分析热带气旋的移动速度和路径，因此与大气环境遥感技术相关。,"['tropical cyclones', 'satellite observations', 'atmospheric circulation', 'climate change']",Xiangbo Feng,Translation speed slowdown and poleward migration of western North Pacific tropical cyclones,"Translation speed slowdown and poleward migration of western North Pacific tropical cyclones 
 Detecting and interpreting long-term changes in typhoon translation speed in observations remains challenging, contrasting with increased confidence in the poleward migration of typhoons. Here, I show a significant relationship between the basin-wide translation speed and the latitudinal position of tropical cyclones in the western North Pacific over 1980–2023. First, because tropical cyclones move faster at higher latitudes, the significant poleward migration (80 km/decade) increases the yearly basin-wide translation speed by 5% over the period. This effect reduces the detectability of a slowing trend. Second, the basin-wide translation speed solely contributed by regional translation speed has slowed by 18%, mostly in the late stage of the cyclone lifecycle. The translation speed slowdown and the poleward migration are likely caused by the same climate drivers through the interconnected large-scale atmospheric circulation between the tropics and subtropics. My findings suggest exacerbated tropical cyclone-related risk in the subtropical regions in a changing climate."
10.1038/s41612-024-00746-7,True,npj Climate and Atmospheric Science,这篇论文研究了2018年至2022年中国福州城市大气中过氧乙酰硝酸酯（PAN）的趋势及其对臭氧（O3）形成的影响。研究发现，尽管臭氧浓度呈上升趋势，但PAN浓度却呈显著下降趋势。通过机器学习分析，发现NO2、CO、UVB和温度是导致PAN下降趋势的主要因素，而大气氧化能力对PAN的影响则逐年波动。化学箱模型揭示了福州地区PAN的活跃生成和消耗过程。尽管PAN浓度下降，但PAN化学反应通过提高ROx水平有效地促进了臭氧的形成，导致不同年份臭氧净生成速率增加了2.18%至58.4%。该研究结果为城市环境中光化学污染的演变提供了宝贵的见解。,"['air quality monitoring', 'atmospheric composition', 'ozone', 'peroxyacetyl nitrate', 'PAN', 'urban atmosphere', 'ground-based observation']",Ziyi Lin;Lingling Xu;Chen Yang;Gaojie Chen;Xiaoting Ji;Lingjun Li;Keran Zhang;Youwei Hong;Mengren Li;Xiaolong Fan;Baoye Hu;Fuwang Zhang;Jinsheng Chen,Trends of peroxyacetyl nitrate and its impact on ozone over 2018–2022 in urban atmosphere,"Trends of peroxyacetyl nitrate and its impact on ozone over 2018–2022 in urban atmosphere 
 Peroxyacetyl nitrate (PAN) is an important photochemical product and affects ozone (O3) formation in the troposphere. Yet, the long-term observation of PAN remains scarce, limiting the full understanding of its impacts on photochemical pollution. Here, we observed PAN from 2018 to 2022 in urban Fuzhou, Southeastern China. We found that, in contrast to upward trend of O3, PAN concentrations shown a significant decreasing trend at an average rate of −0.07 ppb/year. NO2, CO, UVB, and T contributed to the decreasing trend of PAN according to Machine learning analyses, while the effect of O3-represented atmospheric oxidation capacity on PAN was fluctuating from year to year. Chemical box model revealed active PA production and depletion in Fuzhou. Thus, despite the decreasing PAN concentration, PAN chemistry effectively promoted O3 formation by rising ROx levels, leading to increases of 2.18%–58.4% in net O3 production rate in different years. Our results provide valuable insights into the evolution of photochemical pollution in urban environments."
10.1038/s41612-024-00745-8,True,npj Climate and Atmospheric Science,该研究主要关注了北京秋季雾霾事件中夜间HONO的形成机制。HONO是羟基自由基（OH）的重要前体，对大气化学和空气质量有重要影响。研究发现，地面表面上的NO2异相反应是夜间HONO的主要来源，相对湿度是影响该反应的重要因素。研究还发现，白天HONO的光解是OH的主要来源，促进了二次污染物的形成，加剧了雾霾事件。该研究对理解雾霾形成机制和改善空气质量具有重要意义。,"['air quality', 'atmospheric chemistry', 'HONO', 'NO2', 'relative humidity', 'ground surface', 'haze events', 'satellite observations', 'air quality monitoring']",Huiying Xuan;Jun Liu;Yaqi Zhao;Qing Cao;Tianzeng Chen;Yonghong Wang;Zirui Liu;Xu Sun;Hao Li;Peng Zhang;Biwu Chu;Qingxin Ma;Hong He,Relative humidity driven nocturnal HONO formation mechanism in autumn haze events of Beijing,"Relative humidity driven nocturnal HONO formation mechanism in autumn haze events of Beijing 
 Nitrous acid (HONO), a key precursor of hydroxyl radicals (OH), is one of the factors affecting atmospheric chemistry and air quality. Currently, the proposed sources of HONO are not able to fully explain observed HONO concentrations. In this study, a comprehensive field observation of HONO was conducted in the autumn of 2021 in urban Beijing. The box model using a default Master Chemical Mechanism (MCM) was unable to reproduce the observed HONO concentrations with a normalized mean bias (NMB) of −92.8%. The NMB improved to −46.1% after the inclusion of seven additional HONO formation pathways. Several factors like vehicle emission factor (1.23%) and nocturnal NO2 heterogeneous uptake coefficient on the ground surface (8.25 × 10−6) were calculated based on observational data. The enhancement factor for nocturnal NO2 heterogeneous conversion was established as a function of relative humidity (RH) and incorporated into the model, which compensated for the missing nocturnal HONO sources and well-reproduced the observed HONO concentrations, with an NMB of −5.1%. The major source of HONO at night was found to be the heterogeneous reaction of NO2 on the ground surface, contributing up to 85.6%. During the daytime, it was the homogeneous reaction of NO with OH, accounting for 41.8%. The daytime primary source of OH was mainly the photolysis of HONO, which constituted 73.6% and therefore promoted the formation of secondary pollutants and exacerbated haze events."
10.1038/s41612-024-00739-6,True,npj Climate and Atmospheric Science,这篇研究论文主要关注的是细颗粒物和粗颗粒物对热带深对流系统（DCS）生命周期的影响。研究表明，细颗粒物可以增强DCS，使其变得更高、持续时间更长，并导致总面积和降雨量增加5倍。相反，海洋上增加的粗海盐气溶胶会通过增强暖雨形成来抑制DCS的垂直发展，但会导致DCS持续时间更长、范围更广。值得注意的是，将细颗粒物和粗海盐气溶胶结合起来，在约5和约80μg/m³的浓度下会产生最强的气溶胶增强效应，导致降雨量增加10倍。研究结果表明，气溶胶会显著重新分配对流降水和气候效应，而这在以往的研究中被严重低估了。该研究利用了卫星观测数据，并结合了大气成分分析，因此与大气环境遥感技术密切相关。,"['aerosols', 'deep convective systems', 'satellite observations', 'air quality monitoring', 'precipitation', 'rainfall', 'climate effects']",Jianhua Yin;Zengxin Pan;Feiyue Mao;Daniel Rosenfeld;Lin Zang;Jiangping Chen;Jianya Gong,Large effects of fine and coarse aerosols on tropical deep convective systems throughout their lifecycle,"Large effects of fine and coarse aerosols on tropical deep convective systems throughout their lifecycle 
 Previous studies have shown that aerosols invigorate deep convective systems (DCS). However, the magnitude or even the existence of aerosol invigoration of DCS remains controversial. Here, we aimed to observationally quantify the full aerosol effects on DCS by tracking their entire lifecycle and spatial extent in tropical regions. We found that fine aerosols (FA) can invigorate DCS, making them taller and longer lived, and resulting in up to ×5 increase in total area and rainfall amount. In contrast, added coarse sea salt aerosols (CSA) over the ocean can inhibit the vertical development of DCS through enhancing warm rain formation, yet resulting in longer lived and extensive DCSs. Notably, combining FA and CSA generates the strongest aerosol invigoration effect at the concentrations of ~5 and ~80 μg/m³, leading up to ×10 increase in rainfall amount. Our results indicate that aerosols significantly redistribute convective precipitation and climate effects, greatly underestimated in previous studies."
10.1038/s41612-024-00738-7,True,npj Climate and Atmospheric Science,这篇论文研究了野火产生的深棕色碳（d-BrC）对积雪辐射强迫的影响。d-BrC 是一种不溶于水的、吸光的、有机碳，在全球范围内的积雪中与黑碳（BC）共存。研究利用实验室和野外测量数据，通过气溶胶-雪辐射传输计算，发现 d-BrC 显著增加了积雪的辐射强迫，其影响程度甚至超过了 BC。这表明 d-BrC 是中纬度冰川融化的重要因素，而中纬度冰川占全球冰川面积的 40%。研究结果对利用卫星观测等手段监测大气成分、评估野火对气候变化的影响具有重要意义。,"['atmospheric composition', 'aerosol', 'snow', 'radiative forcing', 'satellite observation']",Ganesh S. Chelluboyina;Taveen S. Kapoor;Rajan K. Chakrabarty,Dark brown carbon from wildfires: a potent snow radiative forcing agent?,"Dark brown carbon from wildfires: a potent snow radiative forcing agent? 
 Deposition of wildfire smoke on snow contributes to its darkening and accelerated snowmelt. Recent field studies have identified dark brown carbon (d-BrC) to contribute 50–75% of shortwave absorption in wildfire smoke. d-BrC is a distinct class of water-insoluble, light-absorbing organic carbon that co-exists in abundance with black carbon (BC) in snow across the world. However, the importance of d-BrC as a snow warming agent relative to BC remains unexplored. We address this gap using aerosol-snow radiative transfer calculations on datasets from laboratory and field measurement. We show d-BrC increases the annual mean snow radiative forcing between 0.6 and 17.9 W m−2, corresponding to different wildfire smoke deposition scenarios. This is a 1.6 to 2.1-fold enhancement when compared with BC-only deposition on snow. This study suggests d-BrC is an important contributor to snowmelt in midlatitude glaciers, where ~40% of the world’s glacier surface area resides."
10.1038/s41612-024-00729-8,True,npj Climate and Atmospheric Science,这篇论文研究了双年拉尼娜事件衰减期第二年夏季对中国沿海热带气旋活动的影响。研究发现，双年拉尼娜事件衰减期第二年夏季，西太平洋远端地区热带气旋活动增强，导致中国沿海地区热带气旋风险显著提高。研究利用卫星观测数据和数值模拟结果，分析了双年拉尼娜事件与热带气旋活动之间的联系，并揭示了北大西洋热带地区降温对西太平洋热带气旋活动的影响机制。,"['tropical cyclone', 'satellite observations', 'climate change', 'La Niña', 'atmospheric circulation', 'remote sensing']",Xi Luo;Lei Yang;Johnny C. L. Chan;Sheng Chen;Qihua Peng;Dongxiao Wang,China coasts facing more tropical cyclone risks during the second decaying summer of double-year La Niña events,"China coasts facing more tropical cyclone risks during the second decaying summer of double-year La Niña events 
 Long-lasting La Niña events (including double-year and triple-year La Niña events) have become more frequent in recent years. How the multi-year La Niña events affect tropical cyclone (TC) activities in the western North Pacific (WNP) and whether they differ from single-year La Niña events are unknown. Here we show that TCs are more active over the far-WNP (FWNP, 110°–150°E), leading to marked high risks at China coasts during the second decaying summer of double-year La Niña events. The anomalous TC activities are directly related to the enhanced cyclonic anomaly over the FWNP, possibly a result of large-scale remote forcing initiated by the tropical North Atlantic (TNA) cooling. The persistent TNA cooling from the decaying winter to summer of double-year La Niña events drives westerlies over the Indo-western Pacific through Kelvin waves, which induce the cooling over the north Indian Ocean via the wind-evaporation-sea surface temperature effect, favoring the asymmetric heat distribution pattern and stimulating an anomalous vertical circulation over the eastern Indian Ocean to FWNP. The cooling over the north Indian Ocean also excites Gill responses, magnifying the TNA-induced westerlies and boosting the anomalous vertical circulation, and thus gives rise to the strong cyclonic circulation anomaly over the FWNP in summer. We suggest that the key point of the process is the strong TNA cooling related to the persistent negative Pacific-North American pattern (PNA) and positive North Atlantic Oscillation (NAO) while double-year La Niña events decay, distinct from the rapid decline of PNA and NAO during single-year La Niña events. The work provides a unique perspective on understanding TC activities over the WNP related to the El Niño-Southern Oscillation."
