doi,journal,is_relevant,topic_words,title,abstract,authors,explanation
10.5194/acp-24-9355-2024,Atmospheric Chemistry and Physics,True,"['atmospheric ammonia', 'air quality', 'satellite observations', 'secondary inorganic aerosols', 'emission estimates', 'long-term trends', 'urban environment']",Atmospheric NH3 in urban Beijing: long-term variations and implications for secondary inorganic aerosol control,"Our study examined the long-term trends of atmospheric ammonia in urban Beijing from 2009 to 2020. We found that the trends did not match satellite data or emission estimates, revealing complexities in ammonia sources. While seasonal variations in ammonia were temperature-dependent, daily variations were correlated with water vapor. We also found an increasing contribution of ammonia reduction, emphasizing its importance in mitigating the effects of fine particulate matter in Beijing. 
 Ammonia (NH3) has major effects on the environment and climate. In situ measurements of NH3 concentrations taken between June 2009 and July 2020 at an urban site in Beijing were analyzed to study its long-term behavior, responses to meteorological conditions, and influences on the formation of secondary inorganic aerosols (SIAs). The 11-year average NH3 mixing ratio was 26.9±19.3 ppb (median 23.5 ppb). The annual average NH3 mixing ratio increased from 2009 to 2017 by 50 % and then decreased by 49 % from 2017 to 2020. Notably, the long-term trend for NH3 at the ground level did not align with the trends derived from satellite observations and emission estimates. The NH3 concentration exhibited a stronger correlation with the daily variation in water vapor (H2O) concentration than with air temperature. Thermodynamic modeling revealed the nonlinear response of SIAs to NH3, with increased sensitivity when its concentration was reduced to 40 % of the initial level. Although reducing NH3 concentrations can improve air quality during winter, controlling acid gas concentrations has a greater effect than controlling NH3 concentrations on reducing SIA concentrations, until NH3 and acidic gas concentrations are reduced below 80 % of their current levels. Nevertheless, the increased mass proportion of ammonium salts in SIAs during the observation period indicates that future control measures for NH3 concentrations may need to be prioritized in Beijing.",Ziru Lan;Xiaoyi Zhang;Weili Lin;Xiaobin Xu;Zhiqiang Ma;Jun Jin;Lingyan Wu;Yangmei Zhang,该研究通过分析北京市区2009年至2020年的长期大气氨气浓度数据，探讨了氨气浓度变化趋势、气象条件影响以及对二次无机气溶胶形成的影响。研究发现，地面氨气浓度长期趋势与卫星观测和排放估算结果不一致，表明氨气来源存在复杂性。氨气浓度与水汽浓度日变化相关性强于气温，表明水汽对氨气浓度变化有重要影响。研究还发现，降低氨气浓度可以改善冬季空气质量，但控制酸性气体浓度对减少二次无机气溶胶浓度的影响更大。然而，二次无机气溶胶中铵盐的比例增加表明，未来北京市可能需要优先控制氨气浓度。
10.5194/essd-2024-350,Earth System Science Data Discussions,False,"['storm surge', 'tide gauge', 'coastal areas', 'artificial intelligence', 'data-driven model', 'numerical model']",ASM-SS: The First Quasi-Global High Spatial Resolution Coastal Storm Surge Dataset Reconstructed from Tide Gauge Records,"Storm surges (SSs) cause massive loss of life and property in coastal areas each year. High spatial resolution and long-term SS records are the basis for assessing such events. However, tide gauges can provide limited SS information due to sparse and uneven distributions. Based on artificial intelligence technology and tide gauges, a high spatial coverage SS dataset was generated for period from 1940 to 2020, which can provide possible alternative support for deepening our understanding of SSs. 
 Storm surges (SSs) cause massive loss of life and property in coastal areas each year. High spatial resolution and long-term SS records are the basis for deepening our understanding of this disaster. However, such global or quasi-global scale information could only be simulated by global numerical models until now due to the sparse and uneven distribution of tide gauge stations. In this paper, the all-site modeling framework for the data-driven model was implemented on a quasi-global scale within areas severely affected by SSs caused by tropical and extratropical cyclones. Compared to single-site modeling data-driven models, it can provide SS information for ungauged points. Compared to numerical models, it can reconstruct long-term SSs faster with fewer computational resources. We generated the first high spatial resolution (every 10 km per station along the coastline) hourly SS dataset ASM-SS (all-site modeling storm surge) within 45° S to 45° N, whose record length is over 80 years from 1940 to 2020. Assessments indicate that for 95th extreme SSs, the precision of this model (medians of correlation coefficients, root mean square errors, and mean biases are 0.66, 9 cm, and -4.4 cm, respectively) is slightly better than that of the state-of-the-art global hydrodynamic model (medians are 0.58, 10.8 cm, and -4.3 cm); for annual maximum SSs, our model is more stable than the numerical model with overall root mean square error and coefficient of determination optimizing by around 23.1 % and 14.8 %, respectively. This dataset could provide possible alternative support for coastal communities to estimate return levels of extremes, analyze variations (intensity, frequency, and trend) of SSs, and other relevant applications. The ASM-SS dataset is available at https://doi.org/10.5281/zenodo.13293595 (Yang et al., 2024a).",Lianjun Yang;Taoyong Jin;Weiping Jiang,这篇论文主要研究的是利用人工智能技术和潮汐数据，重建了1940年至2020年期间全球近岸区域的暴潮数据集。该数据集可以用于评估暴潮的强度、频率和趋势，以及其他相关应用。论文没有涉及大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析。
,Remote Sensing of Environment,True,"['remote sensing', 'drought', 'spatial patterns', 'temporal patterns', 'fused datasets', 'satellite observations', 'land surface', 'vegetation']",Urbanization-induced spatial and temporal patterns of local drought revealed by high-resolution fused remotely sensed datasets,,Shuzhe Huang;Siqi Wang;Jing Chen;Chao Wang;Xiang Zhang;Jiefeng Wu;Chunlong Li;Aminjon Gulakhmadov;Dev Niyogi;Nengcheng Chen,该研究使用高分辨率融合遥感数据来揭示城市化导致的局部干旱的时空模式。它利用遥感技术分析城市化对干旱的影响，包括空间分布和时间变化。研究可能涉及使用卫星数据，如降水数据、植被指数和土壤水分数据，来监测和分析城市化对干旱的影响。
,Remote Sensing of Environment,False,[],Global mapping of human-transformed dike-pond systems,,Yang Xu;Lian Feng;Hongwei Fang;Xiao-Peng Song;Fabian Gieseke;Ankit Kariryaa;Stefan Oehmcke;Luke Gibson;Xiating Jiang;Ruimin Lin;R. Iestyn Woolway;Chunmiao Zheng;Martin Brandt;Rasmus Fensholt,该研究的标题和摘要表明这是一篇关于人类改造的堤塘系统全球测绘的论文。它与大气环境遥感技术没有直接关系。该研究可能涉及地理空间分析、土地利用变化、生态系统服务等方面，但与空气质量监测、卫星观测或大气成分分析无关。
,Remote Sensing of Environment,True,"['water storage anomaly', 'global', 'downscaling', 'machine learning', 'satellite observations']",A machine learning downscaling framework based on a physically constrained sliding window technique for improving resolution of global water storage anomaly,,Gangqiang Zhang;Tongren Xu;Wenjie Yin;Sayed M. Bateni;Changhyun Jun;Dongkyun Kim;Shaomin Liu;Ziwei Xu;Wenting Ming;Jiancheng Wang,这篇论文提出了一种基于物理约束滑动窗口技术的机器学习降尺度框架，用于提高全球水储量异常的解析度。它利用机器学习技术，结合卫星观测数据和物理约束条件，对全球水储量异常进行降尺度处理，从而提高其空间分辨率。这与大气环境遥感技术密切相关，因为卫星观测数据是该框架的关键输入，而水储量异常是重要的气候变化指标，与大气环境密切相关。
,Remote Sensing of Environment,False,"['paddy rice fields', 'spectra', 'transplanting period', 'CIE colour space']",An efficient and generalisable approach for mapping paddy rice fields based on their unique spectra during the transplanting period leveraging the CIE colour space,,Huapeng Li;Jujian Huang;Ce Zhang;Xiangyu Ning;Shuqing Zhang;Peter M. Atkinson,该论文主要关注利用遥感技术识别水稻田，特别是利用水稻移植期的独特光谱特征。它与大气环境遥感技术关系不大，因为没有涉及大气成分分析、卫星观测或空气质量监测等方面。
,Remote Sensing of Environment,False,"['aboveground biomass', 'GEDI', 'hierarchical models', 'Indonesian lowland forests']",Mapping aboveground biomass in Indonesian lowland forests using GEDI and hierarchical models,,Paul B. May;Michael Schlund;John Armston;Martyna M. Kotowska;Fabian Brambach;Arne Wenzel;Stefan Erasmi,该研究使用GEDI卫星数据和分层模型来估算印度尼西亚低地森林的地上生物量。它主要关注的是森林生态学和遥感技术，而不是大气环境遥感。
,Remote Sensing of Environment,True,"['soil moisture', 'vegetation optical depth', 'AMSR2', 'C-band', 'satellite observations', 'remote sensing']","A novel AMSR2 retrieval algorithm for global C-band vegetation optical depth and soil moisture (AMSR2 IB): Parameters' calibration, evaluation and inter-comparison",,Mengjia Wang;Philippe Ciais;Frédéric Frappart;Shengli Tao;Lei Fan;Rui Sun;Xiaojun Li;Xiangzhuo Liu;Huan Wang;Jean-Pierre Wigneron,这篇论文研究了一种新的算法，用于利用AMS2卫星的C波段数据反演全球植被光学厚度和土壤湿度。该算法涉及参数校准、评估和与其他方法的比较，属于大气环境遥感技术领域，利用卫星观测数据进行地面参数反演。
,Remote Sensing of Environment,True,"['soil moisture', 'satellite observations', 'remote sensing', 'deep learning']",Bridging spatio-temporal discontinuities in global soil moisture mapping by coupling physics in deep learning,,Zushuai Wei;Linguang Miao;Jian Peng;Tianjie Zhao;Lingkui Meng;Hui Lu;Zhiqing Peng;Michael H. Cosh;Bin Fang;Venkat Lakshmi;Jiancheng Shi,该研究论文探讨了利用深度学习技术结合物理模型来弥合全球土壤水分映射中时空不连续性的问题。论文的重点在于利用卫星观测数据和深度学习算法来构建更准确、更全面的土壤水分地图，这与大气环境遥感技术中的卫星观测和数据分析密切相关。
,Remote Sensing of Environment,True,"['CO2 emissions', 'power plants', 'lidar', 'aerosols', 'atmospheric composition', 'remote sensing', 'air quality monitoring']",Quantifying CO<sub>2</sub> emissions of power plants with Aerosols and Carbon Dioxide Lidar onboard DQ-1,,Ge Han;Yiyang Huang;Tianqi Shi;Hongyuan Zhang;Siwei Li;Haowei Zhang;Weibiao Chen;Jiqiao Liu;Wei Gong,该研究使用搭载在DQ-1卫星上的气溶胶和二氧化碳激光雷达来量化发电厂的二氧化碳排放。这是一种利用卫星遥感技术监测大气成分和空气质量的应用，旨在通过测量二氧化碳和气溶胶的浓度来评估发电厂的排放情况。
