doi,journal,is_relevant,topic_words,title,abstract,authors,explanation
10.1016/j.rse.2024.114367,Remote Sensing of Environment,False,"['lidar', 'laser scanning', 'tree segmentation', 'forest management', '3D forest scene analysis']",SegmentAnyTree: A sensor and platform agnostic deep learning model for tree segmentation using laser scanning data,"•Developed a versatile deep learning method for tree segmentation with lidar. •Evaluated model performance across various platforms with sparsity impact analysis. •Showed that gradual sparsification as a training strategy is effective for lidar. •Improved understory tree detection with lower computational needs than others. •Set new performance standards in Wytham Woods and TreeLearn datasets. 
 This study focuses on advancing individual tree crown (ITC) segmentation in lidar data, developing a sensor- and platform-agnostic deep learning model transferable across a spectrum of dense laser scanning datasets from drone (ULS), to terrestrial (TLS), and mobile (MLS) laser scanning data. In a field where transferability across different data characteristics has been a longstanding challenge, this research marks a step towards versatile, efficient, and comprehensive 3D forest scene analysis.Central to this study is model performance evaluation based on platform type (ULS vs. MLS) and data density. This involved five distinct scenarios, each integrating different combinations of input training data, including ULS, MLS, and their augmented versions through random subsampling, to assess the model's transferability to varying resolutions and efficacy across different canopy layers. The core of the model, inspired by the PointGroup architecture, is a 3D convolutional neural network (CNN) with dedicated prediction heads for semantic and instance segmentation. The model underwent comprehensive validation on publicly available, machine learning-ready point cloud datasets. Additional analyses assessed model adaptability to different resolutions and performance across canopy layers.Our results reveal that point cloud random subsampling is an effective augmentation strategy and improves model performance and transferability. The model trained using the most aggressive augmentation, including point clouds as sparse as 10 points m−2, showed best performance and was found to be transferable to sparse lidar data and boosts detection and segmentation of codominant and dominated trees. Notably, the model showed consistent performance for point clouds with densities >50 points m−2 but exhibited a drop in performance at the sparsest level (10 points m−2), mainly due to increased omission rates. Benchmarking against current state-of-the-art methods revealed boosts of up to 20% in the detection rates, indicating the model's superior performance on multiple open benchmark datasets. Further, our experiments also set new performance baselines for the other public datasets. The comparison highlights the model's superior segmentation skill, mainly due to better detection and segmentation of understory trees below the canopy, with reduced computational demands compared to other recent methods.In conclusion, the present study demonstrates that it is indeed feasible to train a sensor-agnostic model that can handle diverse laser scanning data, going beyond current sensor-specific methodologies. Further, our study sets a new baseline for tree segmentation, especially in complex forest structures. By advancing the state-of-the-art in forest lidar analysis, our work also lays the foundation for future innovations in ecological modeling and forest management.",Maciej Wielgosz;Stefano Puliti;Binbin Xiang;Konrad Schindler;Rasmus Astrup,这篇论文主要关注的是利用激光扫描数据进行树木分割，并开发了一种传感器和平台无关的深度学习模型，该模型可以应用于无人机、地面和移动激光扫描数据。论文重点研究了模型在不同平台和数据密度下的性能，并评估了模型的可移植性和对不同冠层层的有效性。研究结果表明，该模型在树木检测和分割方面表现出色，尤其是在复杂森林结构中，为森林管理和生态建模提供了新的方法。论文与大气环境遥感技术没有直接关系。
10.1016/j.rse.2024.114337,Remote Sensing of Environment,False,"['tree species recognition', 'close-range sensing', 'forest remote sensing', 'machine learning', 'deep learning']",Tree species recognition from close-range sensing: A review,"•Methods of tree species recognition from close-range sensing are reviewed. •The impacts of data, features, and methods on species recognition are revealed. •What is found in automation and robustness methods is still only partially solved. 
 Information on tree species across various spatial scales, from an individual tree to a forest stand and the broader landscape, contributes to an accurate and thorough understanding of forest conditions either as an individual characteristic or as an input of species-dependent models. However, tree species recognition is one of the most challenging tasks in forest remote sensing studies, due to the complexity of species compositions and canopy structures of forests, e.g., both cross-species similarities and intra-species variations commonly exist in spectral-, texture-, and structure- domains. Over the past two decades, the interest in using close-range sensing for tree species recognition has been rapidly growing. Recent research has highlighted the needs to further develop species recognition methods to elevate their performance in comparison with established remote sensing approaches, and to address new questions arising from spatial resolutions, data coverages, viewing geometries, and other data characteristics. This work provides an overview of the state-of-the-art of tree species recognition from close-range sensing data. The work summarizes the research works in the past decade, reviews the state of research, discusses prominent challenges, investigates impact factors, research gaps, and new potentials. Specifically, data from various sources, the features derived from each type of data, methodologies applied, and the targeted species are reviewed in detail. Relevant machine learning (ML) approaches are grouped into conventional ML and deep-learning (DL) categories. In each category, the reported studies/results are reviewed with respect to the spectral, spatial, and temporal domains of the used data sources, e.g., sensor and platform. Despite significant efforts in the field, the issues of automation, reliability, and robustness of the algorithms have only been partially resolved. The crucial elements in algorithm design what this work found and is worth careful consideration include forest types and stand conditions, seasonal variability and phenology, data characteristics and the corresponding feature selections, and the methodology. Future studies are recommended to focus on the fusion of multi-source data including passive and active multispectral data to integrate the spectral and structural information, the use of time-series data to enhance the role of phenological variances in species recognition, and the development of unsupervised DL techniques to improve the recognition accuracy and efficiency. It is also crucial to promote data sharing and open standards to facilitate international cooperation and communication.",Jianchang Chen;Xinlian Liang;Zhengjun Liu;Weishu Gong;Yiming Chen;Juha Hyyppä;Antero Kukko;Yunsheng Wang,这篇论文主要关注的是利用近距离遥感技术识别树种，这属于森林遥感领域，与大气环境遥感技术关系不大。论文探讨了不同数据源、特征提取方法和机器学习算法在树种识别中的应用，并分析了目前技术存在的挑战和未来研究方向。
,Remote Sensing of Environment,True,"['remote sensing', 'satellite observations', 'drought monitoring', 'spatial patterns', 'temporal patterns', 'fused datasets']",Urbanization-induced spatial and temporal patterns of local drought revealed by high-resolution fused remotely sensed datasets,,Shuzhe Huang;Siqi Wang;Jing Chen;Chao Wang;Xiang Zhang;Jiefeng Wu;Chunlong Li;Aminjon Gulakhmadov;Dev Niyogi;Nengcheng Chen,该研究利用高分辨率融合遥感数据来揭示城市化导致的局部干旱的时空模式。这涉及到使用卫星数据来监测干旱状况，并分析其与城市化的关系。
,Remote Sensing of Environment,False,[],Global mapping of human-transformed dike-pond systems,,Yang Xu;Lian Feng;Hongwei Fang;Xiao-Peng Song;Fabian Gieseke;Ankit Kariryaa;Stefan Oehmcke;Luke Gibson;Xiating Jiang;Ruimin Lin;R. Iestyn Woolway;Chunmiao Zheng;Martin Brandt;Rasmus Fensholt,这篇论文的标题和摘要表明它关注的是人类改造的堤塘系统，而不是大气环境遥感技术。研究可能涉及地理空间分析、土地利用变化或生态系统服务，但与大气成分、卫星观测或空气质量监测无关。
,Remote Sensing of Environment,True,"['water storage anomaly', 'global', 'downscaling', 'machine learning', 'satellite observations']",A machine learning downscaling framework based on a physically constrained sliding window technique for improving resolution of global water storage anomaly,,Gangqiang Zhang;Tongren Xu;Wenjie Yin;Sayed M. Bateni;Changhyun Jun;Dongkyun Kim;Shaomin Liu;Ziwei Xu;Wenting Ming;Jiancheng Wang,这篇论文提出了一种基于物理约束滑动窗口技术的机器学习降尺度框架，用于提高全球水储量异常的解析度。该框架利用机器学习模型，结合卫星观测数据和物理约束，将粗分辨率的全球水储量异常数据降尺度到更精细的区域尺度。这对于理解和预测水资源变化，以及评估气候变化对水循环的影响具有重要意义。
10.1016/j.rse.2024.114376,Remote Sensing of Environment,True,"['satellite data', 'CO2 flux', 'remote sensing', 'vegetation productivity', 'boreal forest', 'carbon sink', 'ecosystem respiration', 'gross primary productivity']",Increase in gross primary production of boreal forests balanced out by increase in ecosystem respiration,"•New approach to estimate the interannual dynamics carbon exchange. •Using CO2flux observations and satellite data on cryosphere. •Estimates on hemispheric net ecosystem CO2uptake and respiration for 1981–2018. •Producing estimates independent of terrestrial biosphere model predictions. •Showing that increases in CO2uptake compensated by increased respiratory releases. 
 Changes in the net carbon sink of boreal forests constitute a major source of uncertainty in the future global carbon budget and, hence, climate change projections. The annual net ecosystem exchange of carbon dioxide (CO2) controlling the terrestrial carbon stock results from the small difference between respiratory CO2 release and the photosynthetic CO2 uptake by vegetation. The boreal forest, and the boreal biome in general, is regarded as a persistent and even increasing net carbon sink. However, decreases in photosynthetic CO2 uptake and/or concurrent increases in respiratory CO2 release under a changing climate may turn boreal forests from a net sink to a net source of CO2. Here, we assessed the interannual variability of the boreal forest net CO2 sink-source strength and its two component fluxes from 1981 to 2018. Our remote sensing approach - trained by net CO2 flux observations at eddy covariance sites across the circumpolar boreal forests - employs satellite-derived retrievals of snowmelt timing, landscape freeze-thaw status, and yearly maximum estimates of the normalized difference vegetation index as a proxy for peak vegetation productivity. Our results suggest that for the period 2000–2018, the mean annual evergreen boreal forest CO2 photosynthetic uptake (gross primary productivity) was 2.8±0.2 Pg C y−1 (1.6±0.1 Pg C y−1 for Eurasia and 1.2±0.1 Pg C y−1 for North America). In contrast to earlier studies results obtained here do not indicate a clear increasing trend in the circumpolar evergreen boreal forest CO2 sink. The increase in photosynthetic CO2 uptake is compensated by increasing respiratory releases with both component fluxes showing considerable interannual variabilities.",Jouni Pulliainen;Mika Aurela;Tuula Aalto;Kristin Böttcher;Juval Cohen;Chris Derksen;Martin Heimann;Manuel Helbig;Pasi Kolari;Anna Kontu;Alisa Krasnova;Samuli Launiainen;Juha Lemmetyinen;Hannakaisa Lindqvist;Anders Lindroth;Annalea Lohila;Kari Luojus;Ivan Mammarella;Tiina Markkanen;Elma Nevala,这篇论文研究了北半球寒带森林的碳汇变化，利用卫星数据和地面观测数据，分析了1981年至2018年间寒带森林的净生态系统碳交换量，以及光合作用和呼吸作用的年际变化。研究发现，虽然寒带森林的光合作用吸收的二氧化碳量有所增加，但呼吸作用释放的二氧化碳量也随之增加，导致净碳汇的增加被抵消。该研究表明，卫星遥感技术可以有效地监测寒带森林的碳循环变化，为全球碳循环研究提供重要数据支持。
,Remote Sensing of Environment,False,"['paddy rice fields', 'spectra', 'transplanting period', 'CIE colour space']",An efficient and generalisable approach for mapping paddy rice fields based on their unique spectra during the transplanting period leveraging the CIE colour space,,Huapeng Li;Jujian Huang;Ce Zhang;Xiangyu Ning;Shuqing Zhang;Peter M. Atkinson,这篇论文研究的是利用水稻移植期的独特光谱特征，基于CIE颜色空间，开发一种高效且可推广的水稻田识别方法。它主要关注的是农业遥感领域，而非大气环境遥感。
,Remote Sensing of Environment,False,"['aboveground biomass', 'GEDI', 'hierarchical models', 'Indonesian lowland forests']",Mapping aboveground biomass in Indonesian lowland forests using GEDI and hierarchical models,,Paul B. May;Michael Schlund;John Armston;Martyna M. Kotowska;Fabian Brambach;Arne Wenzel;Stefan Erasmi,这篇论文主要研究的是利用GEDI（全球生态系统动态调查）卫星数据和分层模型来估算印度尼西亚低地森林地上生物量。它与大气环境遥感技术关系不大，主要关注的是森林生态系统和生物量评估。
,Remote Sensing of Environment,True,"['AMSR2', 'C-band', 'vegetation optical depth', 'soil moisture', 'remote sensing', 'satellite observation']","A novel AMSR2 retrieval algorithm for global C-band vegetation optical depth and soil moisture (AMSR2 IB): Parameters' calibration, evaluation and inter-comparison",,Mengjia Wang;Philippe Ciais;Frédéric Frappart;Shengli Tao;Lei Fan;Rui Sun;Xiaojun Li;Xiangzhuo Liu;Huan Wang;Jean-Pierre Wigneron,该论文研究了一种新的利用AMSR2卫星数据反演全球C波段植被光学厚度和土壤水分的算法。论文重点介绍了算法的参数校准、评估和与其他算法的比较。AMSR2是一种微波辐射计，可以测量地表发射的微波辐射，这些信息可以用来反演植被光学厚度和土壤水分等参数。该研究属于大气环境遥感技术领域，利用卫星观测数据来分析地表植被和土壤水分状况，对气候变化研究和农业生产具有重要意义。
10.1016/j.rse.2024.114375,Remote Sensing of Environment,True,"['wind speed', 'GNSS-R', 'satellite observations', 'atmospheric composition', 'remote sensing']",Deep residual fully connected network for GNSS-R wind speed retrieval and its interpretation,"•A multi-information fused RFCN for GNSS-R wind speed retrieval is proposed. •The influence of current speed is considered in the model and analyzed. •Fine-tuning is applied to improve RFCN’s performance at high winds. •Proposed models are interpreted based on the SHAP theory. •The RMSE of RFCN winds is about 1.03 m/s compared to ECMWF ERA5 winds. 
 Global navigation satellite system reflectometry (GNSS-R) has emerged as a new technique to provide L-band bistatic measurements for ocean wind speed retrieval, in which traditional geophysical model functions (GMFs) or shallow neural networks (NNs) are normally used. However, it is still challenging to identify and consider all relevant parameters in the GMF. Meanwhile, NN models face limitations due to the degradation problem, which restricts their depth and consequently their performance. Furthermore, the interpretation of NN models for GNSS-R wind retrieval is another issue. To this end, we propose a residual fully connected network (RFCN) fusing auxiliary information such as geometry, receiver gain, significant wave height, and current speed with track-wise corrected σ0. Referred to the European Centre for Medium-Range Weather Forecast (ECMWF) ERA5 wind product, the root mean square error (RMSE) and bias of RFCN winds are 1.031 m/s and -0.0003 m/s, respectively, with a 6% improvement in RMSE compared to debiased NOAA Cyclone Global Navigation Satellite System (CYGNSS) Version 1.2 (V1.2) wind speed retrieval. Moreover, in an intertropical convergence zone (ITCZ) area with large current speeds, the RMSE and bias are 1.006 m/s and -0.022 m/s: an improvement of 11.6% and 87.9% compared to debiased NOAA CYGNSS V1.2 winds. The bias ‘strips’ in these areas are nearly eliminated. Daily averaged error analyses also demonstrate that RFCN winds are more robust and consistent with ECMWF winds. For wind speeds larger than 20 m/s, referred to Soil Moisture Active Passive (SMAP) Level 3 final wind products, the RMSE and bias of fine-tuning RFCN (FT_RFCN) winds are reduced by 25.7% and 91.5% compared to NOAA winds. Finally, the RMSE and bias of retrievals in tropical cyclones, measured by Stepped Frequency Microwave Radiometer (SFMR) during 2021-2022, reveal an improvement of 3.5% and 21.2% compared to NOAA winds. Through SHapley Additive exPlanations (SHAP) models developed for RFCN and FT_RFCN, the contribution of each feature is quantitatively evaluated, while providing insights into their interactions within the ‘black-box’ NN models with clear physical meanings.",Hao Du;Weiqiang Li;Estel Cardellach;Serni Ribó;Antonio Rius;Yang Nan,该研究提出了一种基于残差全连接网络 (RFCN) 的 GNSS-R 风速反演方法，并利用 SHAP 模型对模型进行解释。该方法融合了几何信息、接收机增益、有效波高和洋流速度等辅助信息，并对高风速情况进行了微调。研究结果表明，RFCN 模型在风速反演方面取得了显著的改进，尤其是在热带辐合带等洋流速度较大的区域，以及高风速情况下。该研究属于大气环境遥感技术领域，利用卫星观测数据进行大气风速反演，并结合 SHAP 模型对模型进行解释，为大气环境监测和研究提供了新的方法和思路。
10.1016/j.rse.2024.114374,Remote Sensing of Environment,True,"['aerosol', 'surface', 'characterization', 'Sentinel-5P', 'TROPOMI', 'GRASP', 'validation', 'intercomparison', 'air quality', 'satellite observation', 'atmospheric composition']",Extended aerosol and surface characterization from S5P/TROPOMI with GRASP algorithm. Part II: Global validation and Intercomparison,"•S5P/TROPOMI GRASP aerosol and surface products are validated and intercompared. •A remarkable agreement was found between TROPOMI/GRASP and VIIRS/DB spectral AOD. •TROPOMI/GRASP BRDF product show good agreement with MODIS MCD43 product globally. •TROPOMI/GRASP provides AOD, AODF, SSA, and BRDF, albedos at UV, VIS, NIR and SWIR. 
 This paper is the second part of companion papers describing the development of GRASP approach for aerosol and surface retrieval from Sentinel-5P/TROPOMI. Here we focus on the S5P/TROPOMI GRASP aerosol and surface products global validation and systematic intercomparison with other products from independent instruments and algorithms. Specifically, we have validated the S5P/TROPOMI GRASP, Suomi-NPP/VIIRS DB and MODIS/TERRA DT + DB aerosol products with the ground-based AERONET referenced measurements using the same methodology and intercompare the validation results. In addition, the global pixel-to-pixel intercomparisons of the aerosol products (AOD, fine/coarse mode AOD and SSA) are performed over different surfaces, i.e., ocean and land surface with different NDVIs. Besides, we compared the S5P/TROPOMI GRASP, MODIS MCD43 surface BRDF/albedo as well as OMI, GOME-2 and SCIAMACHY Lambertian-Equivalent Reflectivity (LER) albedo climatology developed by Royal Netherlands Meteorological Institute (KNMI) with the surface reference dataset generated based on the synergetic retrieval of AERONET and S5P/TROPOMI measurements. Finally, the intercomparisons of the surface BRDF and albedo datasets were performed globally at the UV, VIS, NIR and SWIR parts of the spectrum. Overall, generally good agreement was observed between independent aerosol and surface datasets with a high percentage of pixels satisfying the Optimal and Target requirements. We would emphasize two advantages for TROPOMI/GRASP aerosol and surface products: (i) it provides spectral AOD together with detailed aerosol properties, such as fine/coarse mode AOD, spectral AAOD and SSA at UV, VIS, NIR and SWIR wavelengths, which are important for constraining aerosol environmental and climate effects; (ii) the TROPOMI/GRASP aerosol and surface products are globally retrieved simultaneously in a fully consistent manner.",Cheng Chen;Pavel Litvinov;Oleg Dubovik;Lukas Bindreiter;Christian Matar;David Fuertes;Anton Lopatin;Tatyana Lapyonok;Verena Lanzinger;Andreas Hangler;Michael Aspetsberger;Martin de Graaf;Lieuwe Gijsbert Tilstra;Piet Stammes;Alexandru Dandocsi;Daniele Gasbarra;Elody Fluck;Claus Zehner;Christian Retscher,这篇论文主要研究了利用Sentinel-5P卫星搭载的TROPOMI传感器，结合GRASP算法，对全球范围内的气溶胶和地表进行反演，并对反演结果进行了验证和比较。论文重点关注气溶胶光学厚度（AOD）、单次散射反照率（SSA）、双向反射分布函数（BRDF）等参数，并与其他卫星传感器（如VIIRS、MODIS）以及地面观测数据（如AERONET）进行比较。该研究对大气环境遥感技术，特别是气溶胶和地表参数的监测和分析具有重要意义。
