doi,is_relevant,journal,explanation,topic_words,authors,title,abstract
10.5194/essd-17-2985-2025,True,Earth System Science Data,该研究论文主要关注利用多卫星遥感数据构建全球湿地范围动态数据集，用于甲烷排放建模。虽然重点是地表水域和湿地，但甲烷是一种重要的温室气体，因此该研究与大气环境遥感技术密切相关。通过卫星观测湿地范围，可以估算甲烷排放量，从而分析大气成分变化，并为气候变化研究提供数据支持。该研究使用了多种遥感数据和现有湿地数据库，创建了一个综合性的数据集，可用于改进大气甲烷排放模型的准确性。,"['methane emissions', 'wetlands', 'satellite data', 'global inundation extent', 'greenhouse gas', 'remote sensing', 'atmospheric composition']",Juliette Bernard;Catherine Prigent;Carlos Jimenez;Etienne Fluet-Chouinard;Bernhard Lehner;Elodie Salmon;Philippe Ciais;Zhen Zhang;Shushi Peng;Marielle Saunois,The GIEMS-MethaneCentric database: a dynamic and comprehensive global product of methane-emitting aquatic areas,"Wetlands are responsible for about a third of global emissions of methane, a potent greenhouse gas. We have developed the Global Inundation Extent from Multi-Satellites-MethaneCentric (GIEMS-MC) dataset to represent the dynamics of wetland extent on a global scale (0.25° × 0.25° resolution, monthly time step). This updated resource combines satellite data and existing wetland databases, covering 1992 to 2020. Consistent maps of other methane-emitting surface waters (lakes, rivers, reservoirs, rice paddies) are also provided. 
 The Global Inundation Extent from Multi-Satellites (GIEMS) database first published in 2001 was a key advance toward the accurate representation of wetlands globally by providing dynamic time series of global surface water based on passive microwave observations. This study supplements the second version of GIEMS (GIEMS-2) with other datasets to produce GIEMS-MethaneCentric (GIEMS-MC), a dynamically mapped dataset of methane-emitting waterlogged and inundated ecosystems. We separated open water from wetlands in GIEMS-MC by using the Global Lakes and Wetlands Database version 2 (GLWDv2) while adding unsaturated peatland areas undetected by GIEMS-2. Rice paddies are identified using the Monthly Irrigated and Rainfed Crop Areas (MIRCA2000) product. A specific coastal zone filtering is applied to avoid ocean artifacts while preserving coastal wetlands. GIEMS-MC covers the period 1992–2020 on a monthly scale at 0.25° × 0.25° spatial resolution. The GIEMS-MC product includes two layers of monthly wetland time series – one for flooded and saturated wetlands and another for all wetlands and peatlands – together with seven layers of compatible static maps of open water bodies (lakes, rivers, reservoirs) and seasonal rice paddy maps used in its production. The dominant vegetation and wetland types per pixel are also provided in GIEMS-MC variables. GIEMS-MC is compared to Wetland Area and Dynamics for Methane Modelling (WAD2M), a dataset providing dynamic wetland information. In terms of wetland extent, all wetlands and peatlands in  GIEMS-MC and WAD2M show similar results, with a mean annual maximum of 7.7 Mkm2 for GIEMS-MC and 6.8 Mkm2 for WAD2M, with similar spatial patterns in most regions. The GIEMS-MC seamless time series represents a significant advance in wetland representation for methane modelling, although limitations remain in the accurate identification of rice, coastal, and peatland areas. This resource provides harmonized dynamic maps of aquatic methane-emitting surfaces and is available at https://doi.org/10.5281/zenodo.13919644 (Bernard et al., 2024a)."
10.1021/acsestair.5c00110,True,ACS ES&T Air,该研究论文主要关注甲烷传感技术，特别是低成本甲烷传感器的性能评估。它通过环境空气对比和模拟排放实验，对金属氧化物（MOx）电导法、可调谐二极管激光（TDL）光谱法和光声光谱法（PAS）这三种不同的商业甲烷监测技术进行了评估。研究结果可以用于改进“自下而上”的排放清单，并与“自上而下”的技术（如卫星测量）的结果进行整合，从而提高各种规模的排放管理。因此，该论文与大气环境遥感技术密切相关，尤其是在空气质量监测、卫星观测和大气成分分析方面。,"['methane monitoring', 'lower-cost sensors', 'metal oxide (MOx) conductometry', 'tunable diode laser (TDL) spectrometry', 'photoacoustic spectrometry (PAS)', 'emission detection', 'air quality monitoring', 'satellite measurements', 'atmospheric composition analysis']",Wyatt M. Champion;Megan K. MacDonald;Brittany Thomas;Sarat Chandra Bantupalli;Eben D. Thoma,Methane Sensor Characterization Using Colocated Ambient Comparisons and Simulated Emission Challenges,"Methane sensing technologies have wide applications, including leak detection and repair in the energy sector and emissions monitoring from landfills and agriculture. Lower-cost units, as opposed to reference-grade instrumentation, may be deployed in many forms (e.g., sensor networks, unmanned aerial vehicles, and mobile monitoring) and allow vastly improved spatial and temporal data resolution owing to their scalability. Ultimately, early detection of unexpected emissions enabled by lower-cost sensing technologies provides industry with rapid operational feedback, allowing for emission reductions and improved process control. The expanded use of such technologies allows for consolidation and resolution of “bottom-up” emission inventories with results using emerging “top-down” techniques (e.g., satellite measurements), thereby improving emissions management on many scales. Here, we introduce a novel testing method to assess four leading commercial methane monitoring technologies that employ three distinct working principles: metal oxide (MOx) conductometry, tunable diode laser (TDL) spectrometry, and photoacoustic spectrometry (PAS). We assess both nominal baseline performance and sensor response using ambient measurements and controlled release experiments, respectively. We observe the PAS technology to provide the lowest baseline signal noise (and therefore the lowest detection limit), followed by TDL and MOx. We also observe PAS to have the highest agreement with reference instrumentation during simulated emission plume events (with TDL and MOx technologies generally trailing in accuracy). Outcomes of this work include guidance for researchers and practitioners seeking to better understand the best available commercial methane sensor technology. Analysis approaches employed here may also be applied to many other low-cost gas sensing technologies."
10.1038/s43247-025-02499-4,True,Communications Earth & Environment,该研究论文探讨了南极涡旋中氯过氧化物与氯化氢之间的异相反应，以及次氯酸的汇对氯化氢消耗的影响。通过改进化学机制，该模型能更好地模拟极地涡旋平流层中多种氯化合物的浓度，并提高了臭氧柱的消耗模拟结果。虽然论文没有直接提及遥感技术，但它关注大气成分（如氯化氢、臭氧）的变化，这些成分通常通过卫星观测等遥感手段进行监测。因此，该研究与大气环境遥感技术间接相关，尤其是在空气质量监测和大气成分分析方面。,"['Antarctic vortex', 'ozone depletion', 'hydrogen chloride', 'chlorine peroxide', 'hypochlorous acid', 'atmospheric composition', 'chemical mechanism', 'stratosphere', 'air quality monitoring (indirectly)']",Jens-Uwe Grooß;Rolf Müller;John N. Crowley;Michaela I. Hegglin,Chlorine peroxide reaction explains observed wintertime hydrogen chloride in the Antarctic vortex,"The heterogeneous reaction between chlorine peroxide and hydrogen chloride, along with a hypochlorous acid sink, can better reproduce hydrogen chloride depletion at the beginning of the polar winter, according to simulations of the Antarctic vortex. 
 It is well established that the drastic ozone loss in the Antarctic stratosphere, commonly known as the ozone hole, is primarily driven by gas-phase and heterogeneous chemical processes. While chemistry transport models generally reproduce observed ozone depletion well, they fail to capture the rapid early-winter decline of hydrogen chloride. We here examine the impact of the heterogeneous reaction between chlorine peroxide and hydrogen chloride forming HOOCl, followed by its photolysis. Incorporating this reaction and an additional hypochlorous acid loss pathway into a chemical mechanism significantly improves model agreement with observed levels of several chlorine compounds in the lower polar vortex stratosphere. This revised mechanism increases simulated ozone partial column depletion by over 15% between early July and mid-September 2011. Laboratory confirmation of these proposed reactions is needed to validate the mechanism. The heterogeneous reaction between chlorine peroxide and hydrogen chloride, along with a hypochlorous acid sink, can better reproduce hydrogen chloride depletion at the beginning of the polar winter, according to simulations of the Antarctic vortex."
10.1016/j.jag.2025.104687,True,International Journal of Applied Earth Observation and Geoinformation,该研究论文的标题和摘要明确表明其与大气环境遥感技术密切相关。该研究结合了InSAR相干性和卫星观测的空气质量数据，以研究战争对空气质量的影响。论文关注了多种空气质量指标（如PM2.5、NO2等）的变化，并利用遥感技术监测和分析了战争期间的空气污染情况。研究结果强调了在冲突地区实施环境政策和进行高分辨率卫星监测的必要性。,"['air quality monitoring', 'satellite observations', 'atmospheric composition analysis', 'InSAR coherence', 'air pollution indicators (PM2.5, NO2, SO2, O3, HCHO, CH4, CO, UVAI)', 'remote sensing', 'war-related air pollution']",Bahaa Mohamadi;Mohamed O. Abu Ghazala;Huxiong Li;Tamer A. Al-Sabbagh;Ali Younes,Integrating InSAR coherence and air pollution detection satellites to study the impact of war on air quality,"•Integrating InSAR coherence with optical RS data to study wars impact on air quality. •We correlate coherence to eight air quality indicators during the war in Gaza. •Coherence timeseries benefits spatio-temporal war-related air pollution monitoring. •Different air quality impacts from air strikes and land invasions were correlated. 
 Wars profoundly affect air quality due to infrastructure loss, military activities, and population displacement; nevertheless, limited studies have thoroughly examined these impacts by remote sensing, with most offering broad evaluations lacking geographical correlation to particular damage. This study presents a novel method that combines Interferometric Synthetic Aperture Radar (InSAR) coherence change detection (CCD) with air quality data from satellites to examine the environmental effects of military actions. In this study, InSAR CCD was utilized to detect damaged areas during military operations. Focusing on the war in the Palestinian Gaza Strip following the 7 October 2023 attacks, the research investigates changes in key air quality indicators (PM2.5, NO2, SO2, O3, HCHO, CH4, CO, and UVAI) over the first six months of conflict. Air pollution levels during the war were compared to the same period in the previous year to identify wartime-related shifts. Information from InSAR coherence was collected during the six months of war and compared to the air quality data by segmenting the study time into 18 different periods. Results reveal distinct shifts in pollutant correlations with coherence, indicating war-induced environmental degradation. PM2.5 and CO exhibited a reversal from positive to negative correlations post-conflict onset (Pearson’s r: +0.122 to −0.195 and +0.089 to −0.118, respectively), linking destruction to increased particulate and carbon monoxide emissions. CH4 and HCHO correlations similarly inverted after Israel’s full-scale land invasion (Kendall’s τ: +0.125 to −0.096 and +0.062 to −0.080, respectively). Geographically weighted regression (GWR) analysis, used for spatiotemporal analysis, pinpointed pollution hotspots that corresponded with the operational phases of the IDF. This study advances conflict-environment research by coupling InSAR coherence with air quality dynamics, offering a replicable framework for wartime pollution assessment. Findings emphasize the need to implement conflict-sensitive environmental policies and open-source high-resolution satellite monitoring in war zones."
10.1016/j.jag.2025.104699,True,International Journal of Applied Earth Observation and Geoinformation,该研究论文主要关注利用近红外和热红外遥感技术反演全天候可降水量（PWV），属于大气环境遥感技术领域。论文提出了一种新的算法，该算法结合了Sentinel-3B卫星上的OLCI和SLSTR仪器的数据，能够在晴空和多云条件下高精度地反演PWV。该研究对于提高卫星观测水汽数据的质量，以及更全面地了解大气成分和水循环过程具有重要意义。,"['precipitable water vapor', 'remote sensing', 'near-infrared', 'thermal infrared', 'satellite observations', 'Sentinel-3B', 'OLCI', 'SLSTR', 'all-weather retrieval', 'atmospheric composition']",Zheng Du;Bao Zhang;Yibin Yao;Qingzhi Zhao;Chaoqian Xu;Qi Zhang;Hongming Li;Quanyu Chen,Retrieving all-weather precipitable water vapor using near-infrared and thermal infrared observations,"•An all-weather PWV retrieval algorithm that synergizes near-infrared and thermal infrared observations is proposed. •The new algorithm is efficient as it only requires Sentinel-3B observations. •The first traceable, observation-based PWV data with a 300 m resolution is generated. •The new algorithm notably improves the accuracy and spatial continuity of Sentinel-3B water vapor data. 
 Near-infrared (NIR) and thermal infrared (TIR) remote sensing are primary methods for monitoring large-scale, high-resolution precipitable water vapor (PWV); however, their application is limited to clear-sky conditions. To overcome this limitation and enable all-weather PWV retrieval, this study develops a new satellite-based PWV retrieval model to derive all-weather PWV at a spatial resolution of 300 m based on the synergistic use of NIR and TIR data from the Ocean and Land Colour Instrument (OLCI) and Sea and Land Surface Temperature Radiometer (SLSTR) instruments onboard the Sentinel-3B satellite. The proposed model consists of two sub-models for PWV derivation: one each for clear- and cloudy-sky conditions. The clear-sky PWV retrieval model integrates water vapor information from both NIR and TIR observations, whereas the cloudy-sky PWV retrieval model uses cloud-top properties derived from TIR data to correct the NIR water vapor within or above the clouds to the ground. Tested against the GNSS PWV, the new model has a root-mean-square error (RMSE) of 1.01 mm and bias of 0.09 mm for clear-sky conditions, representing a 51 % improvement in accuracy over the operational OLCI NIR products. For cloudy-sky conditions, the RMSE and bias are 2.66 mm and 0.02 mm, respectively, thereby filling the gap in high-quality PWV retrieval products under cloudy-sky conditions. The combined all-weather PWV product demonstrates robust spatiotemporal performance, with an RMSE and Bias of 1.92 mm and 0.16 mm, respectively. Given that the GNSS PWV has an accuracy of 1.37 mm, the accuracy achieved in this study is satisfactory."
10.1016/j.atmosenv.2025.121371,True,Atmospheric Environment,该研究论文主要关注使用深度学习模型预测大气中的元素碳（EC）和有机碳（OC）的浓度，这两种物质是PM2.5的重要组成部分。该模型结合了气象因素和其它污染物，以提高预测精度，并应用于实时空气质量预测。虽然论文没有直接提及遥感技术或卫星观测，但其研究对象（大气成分）和应用方向（空气质量监测）与大气环境遥感技术密切相关，因为遥感数据可以用于验证和改进此类预测模型。,"['air quality monitoring', 'atmospheric composition analysis', 'PM2.5', 'elemental carbon (EC)', 'organic carbon (OC)', 'meteorological factors', 'co-pollutants', 'deep learning model', 'real-time air quality forecasting']",Tatenda Makoni;Shu-Qing Ding;Hong-Di He;Chun-Xia Lu;Wei-guo Wu,Prediction of elemental carbon and organic carbon using a hybrid deep learning model integrated temporal dependencies and meteorological features,"•Deep learning models improved R2by 24 % for OC, 23 % for EC with meteorological factors. •BiLSTM with attention mechanisms improves accuracy by integrating temporal dependencies. •Local emissions dominate OC and EC in winter, driven by traffic and industrial activities. •Enables real-time air quality forecasting, targeting pollution sources to improve public health. 
 Elemental Carbon (EC) and Organic Carbon (OC) are critical components of PM2.5, with significant implications for air quality and public health. Traditional prediction models often fail to capture the non-linear dynamics of EC and OC, particularly in urban environments with high traffic and industrial emissions. This study addresses this gap by proposing a novel hybrid deep learning model that integrates Bidirectional Long Short-Term Memory (BiLSTM) networks with attention mechanisms to account for temporal dependencies, meteorological factors, and co-pollutants (PM2.5, O3). Using comprehensive air quality and meteorological data from Changshu City, we identify distinct diurnal and seasonal patterns of EC and OC, driven by traffic emissions, weather conditions, and secondary aerosol formation. The proposed model significantly outperforms traditional methods, achieving high prediction accuracy for both EC and OC concentrations. Key innovations include the integration of attention mechanisms to prioritize critical time steps and the incorporation of meteorological features and co-pollutants, which enhance the model's ability to capture complex pollutant interactions. The results demonstrate the model's robustness in real-time air quality forecasting, providing actionable insights for urban planning and pollution mitigation strategies. This research contributes to the field by offering a scalable and accurate tool for predicting EC and OC in dynamic urban environments, ultimately supporting efforts to improve public health and sustainable urban development."
10.1016/j.atmosenv.2025.121368,True,Atmospheric Environment,该研究论文主要关注化学工业园区中不同类型挥发性有机物（VOCs）对臭氧（O3）形成的实时贡献。它通过结合耦合去趋势波动分析（CDFA）和臭氧生成潜势（OFP）模型，分析了工业园区内VOCs的成分数据，旨在提高VOCs对臭氧贡献评估的时间分辨率和准确性。虽然论文没有直接提及遥感技术或卫星观测，但其研究内容与大气环境监测、空气质量分析以及大气成分分析密切相关，因为这些技术常用于VOCs和臭氧的监测，从而为空气污染控制提供数据支持。,"['VOCs', 'Ozone formation', 'Air quality monitoring', 'Atmospheric composition analysis', 'Chemical industrial park', 'Ozone pollution']",Haijun Zhang;Mengmeng Zhao;Chih-Rung Chen;Hongbin Jiang;Chunqiong Liu;Kai Shi,Real-time contributions of different types of VOCs to O<sub>3</sub> formation in a typical industrial park: capturing features at hourly resolution,"•Revealed the time-dependent characteristics of various VOCs contributing to O3formation in chemical industrial parks. •Aromatic hydrocarbons exhibit the highest contribution to O3formation on pollution and non-pollution days. •Compared with the OFP model, the CDFA method provides superior temporal resolution and accuracy. •Multifractal methods enable simultaneous real-time analysis of the relative contributions of various VOCs to O3formation. 
 Owing to a high nonlinear dynamic relationship between the precursors of NOx-VOCs and O3 formation in actual atmospheric conditions, traditional approaches—such as empirical kinetic models and air quality models—struggle to accurately quantify the hour-scale relative contributions of VOCs to O3 production. Chemical industrial parks have become a critical challenge for ozone pollution control due to their high variability in emission intensities and types. This study aims to elucidate the real-time, hourly-scale relative contributions of alkanes, alkenes, aromatic hydrocarbons, and OVOCs to O3 formation. By integrating Coupled Detrended Fluctuation Analysis (CDFA) with the Ozone Formation Potential (OFP) model, this research analyzes 12 months of VOC composition data collected in 2023 from a chemical industrial park. OFP analysis reveals that the contributions to O3 formation followed an order of aromatics > OVOCs > alkanes > alkenes during non-O3 pollution periods, which was consistent with the results from O3 pollution days. A different trend was found from the results of CDFA analysis, with an order of aromatics > OVOCs > alkenes > alkanes. Importantly, evidence from the OFP not only verified the high effectiveness of the CDFA method, but also successfully revealed the spatial and temporal evolution characteristics of VOC contributions with different types. This study pioneers a novel application of CDFA, enabling precise quantification of the real-time contributions of various VOC species to O3 formation. By significantly enhancing the resolution of VOCs relative contributions to O3, this research offers an effective strategy for mitigating complex air pollution. The findings provide a robust framework for improving pollution control measures."
,True,Atmospheric Environment,该研究论文利用基于人工智能的贝叶斯结构时间序列模型，评估了2022年北京冬奥会期间PM2.5空气质量的改善情况。这与大气环境遥感技术密切相关，因为它涉及空气质量监测和大气成分分析，以评估特定事件（如奥运会）对空气质量的影响。,"['PM2.5', 'air quality monitoring', 'Bayesian structural time series modeling', 'air quality improvement assessment']",Weizhao Liang;Yuan Li;Xuan Liu;Qili Dai;Yinchang Feng,AI-based Bayesian structural time series modeling for assessing PM<sub>2.5</sub> air quality improvements during the Beijing 2022 Winter Olympics,
10.1016/j.atmosres.2025.108299,True,Atmospheric Research,该研究论文利用中国首个星载高光谱分辨率激光雷达ACDL的数据，开发了一个用于估算中国近地面PM2.5浓度的模型（MMLR）。该模型考虑了相对湿度对气溶胶光学厚度（AOD）与PM2.5关系的非线性影响，并针对中国不同区域的PM2.5来源和气溶胶类型进行了分区分析。通过验证，该模型具有较高的稳定性和准确性，可用于分析中国PM2.5的时空分布特征。因此，该研究与大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析密切相关。,"['PM2.5', 'Aerosol Optical Depth (AOD)', 'High Spectral Resolution Lidar (HSRL)', 'Satellite Observations', 'Air Quality Monitoring', 'Atmospheric Composition Analysis', 'Aerosol and Carbon Detection Lidar (ACDL)']",Yuan Zhang;Guangyao Dai;Wenrui Long;Fanqian Meng;Kangwen Sun;Yimai Jing;Songhua Wu;Jiqiao Liu;Weibiao Chen;Xiuqing Hu,Calculation of near-surface atmospheric particulate matter (PM<sub>2.5</sub>) concentrations in China with the use of ACDL/DQ-1,"•With utilizing the Chinese first spaceborne high spectral resolution lidar ACDL products, the PM2.5MMLR model is developed. •The MMLR model is validated and performs well with high stability and accuracy. •The MMLR is applied to estimate the PM2.5spatial-temporal distribution in China. 
 As an important indicator of pollution in environment, the distribution of PM2.5 (Particulate Matter) concentration provide an important basis for management and protection of the environment. In April 2022, the first Chinese atmospheric environment monitoring satellite DQ-1 was successfully launched, with an Aerosol and Carbon Detection Lidar (ACDL) as its main payload. The ACDL is a High Spectral Resolution Lidar, which can provide full-time, high-precision global cloud and aerosol optical properties vertical profiles of aerosol and cloud data. This study developed a retrieval algorithm for near-surface PM2.5 concentration in China by using the ACDL aerosol optical properties products, reanalysis model data, and near-surface meteorological auxiliary data. A modified multiple linear regression (MMLR) model was developed, with considering the nonlinear effect of relative humidity on the AOD-PM2.5 relationship. Taking into account the variability of PM2.5 sources and the domination of aerosol types over different regions of China, a sub-regional analysis was conducted which delineated the aggregation area into region I to VI. The data from June to December 2022 was selected, while three distinct time periods (period-JJ, period-ASO and period-ND) were defined. The regional retrieval model formulas were obtained by fitting iterations and then were cross-validated. The averaged Pearson correlation coefficient (R) in the period-JJ, period-ASO and period-ND are 0.65, 0.64, 0.80, respectively; the root mean square error (RMSE) are 5.61 μg/m3, 5.46 μg/m3, 16.56 μg/m3, and the mean absolute error (MAE) are 4.66 μg/m3, 4.43 μg/m3, 13.78 μg/m3, respectively. The value of R is higher than 0.70 in most sub-regions. Consequently, the findings indicate that the estimation of PM2.5 concentration is reliable based on the ACDL data products. Finally, the spatial-temporal distribution characteristics of PM2.5 from June to December 2022 in China were analyzed. The ACDL is a valuable data source for the future observations of pollutant concentration."
10.1021/acsestair.5c00018,True,ACS ES&T Air,该研究论文探讨了在寒冷环境下使用低成本PM2.5传感器（如PurpleAir）的局限性，并开发了一种定制的校正方案。研究发现，现有的大部分校正模型由于主要基于温带和暖和气候的数据，在阿拉斯加北极等极端寒冷地区表现出偏差。研究人员利用PurpleAir传感器和BAM参考传感器的数据，发现温度和相对湿度对PurpleAir传感器的准确性有显著影响，并通过比较多种回归模型，找到了一个能够显著减少误差并使PurpleAir传感器数据与BAM测量结果对齐的最佳模型。这项研究强调了在不同环境条件下，特别是寒冷地区，使用本地化校正模型来提高低成本空气质量传感器可靠性的重要性。虽然没有直接提到卫星观测或大气成分分析，但它与大气环境遥感技术中的空气质量监测密切相关。,"['PM2.5', 'Low-cost sensor', 'Air quality monitoring', 'Correction factor', 'Temperature', 'Relative humidity', 'Regression model']",Jenno F. Leenose;Alana Vilagi;Dominique Pride;Raghu Betha;Srijan Aggarwal,Unveiling the Limits of Existing Correction Factors for a Low-Cost PM2.5 Sensor in Cold Environments and Development of a Tailored Solution,"PM2.5 poses significant health risks and requires accurate monitoring. While the EPA’s high-cost Federal Reference Methods and Federal Equivalent Methods provide reliable data, they are often sparsely distributed, limiting community-scale assessments. Low-cost sensors like PurpleAir (PA) offer a promising alternative but require careful location-specific calibration and correction for environmental influences. Although several correction factors have been developed for use across regions and nationwide, these models often exhibit bias due to the predominance of data from temperate and warmer climates. This study was conducted to evaluate the performance of PA sensors in measuring PM2.5 in extremely cold environments, specifically North Pole, Alaska. Data from PA sensors and a Beta Attenuation Monitoring (BAM) reference sensor were used to develop correction models. The study found that temperature and relative humidity significantly influenced PA sensor accuracy in the region. By comparing various regression models, including Ordinary Least Squares, Lasso, Ridge, and Elastic Net, an optimal model was identified that substantially reduced errors and aligned PA sensor data with BAM measurements. This research highlights the importance of localized calibration models to enhance the reliability of low-cost air quality sensors in diverse environmental conditions, particularly in cold regions."
