doi,is_relevant,journal,explanation,topic_words,authors,title,abstract
10.1088/1748-9326/adea89,False,Environmental Research Letters,该研究论文主要关注可持续土地管理实践（SLMPs）在埃塞俄比亚的长期影响评估，利用遥感数据评估这些实践对减少地表径流和侵蚀的效果。研究重点在于土地管理和水土保持，而非大气环境遥感技术，如空气质量监测、卫星观测或大气成分分析。因此，该论文与大气环境遥感技术没有直接关联。,[],Liya T Weldegebriel;Dan M Kluger;David B Lobell,Evaluating restoration success: long-term impact of sustainable land management practices in Ethiopia using synthetic control with matrix completion method,"Efforts to combat land degradation globally have led to the widespread promotion of sustainable land management practices (SLMPs) aimed at reducing surface runoff and erosion. Despite their extensive implementation, long-term evaluations of these practices are limited, especially in data-scarce regions. In our study, we assess the long-term impact of large-scale SLMPs in Ethiopia using remotely sensed data from the past 24 years on 122 watersheds. Using a synthetic control method that does not require an explicit control group, we find statistically significant positive effects of SLMPs in both wet and dry seasons. These benefits persist at least eight years beyond the intervention period. Our findings highlight the need for multi-season impact assessments. Focusing only on the wet season may overlook key outcomes in dryland regions, underestimating the effectiveness of large-scale, multi-year projects. We further find that effects were most positive in drought-prone agricultural highlands, and that some administrative zones appear more effective than others at implementation. Efficient and affordable monitoring of sustainable agricultural water and land management and watershed conservation is crucial for understanding which interventions are effective and can provide opportunities for alternative financing mechanisms."
10.1088/1748-9326/adec05,False,Environmental Research Letters,该研究论文主要关注养殖三文鱼在英国市场上的崛起，探讨了行业和零售商如何通过市场营销策略（如标签和促销）来塑造消费者需求，将三文鱼定位为一种易获取、营养丰富且可持续的产品。论文分析了这些市场营销活动如何影响消费者对三文鱼的健康和可持续性认知，并讨论了如何借鉴这些经验来推广其他水产品。该研究与大气环境遥感技术（如空气质量监测、卫星观测和大气成分分析）没有直接关联。,[],James PW Robinson;Josiane Fernandes,The hidden role of market-making in the rise of farmed salmon,"Aquaculture is expected to play an important role in the transition towards healthy and sustainable diets, requiring dietary changes towards products with lower environmental footprints in ways that address dietary needs. Farmed Atlantic salmon accounts for 2% of global aquaculture, with productivity growth factors, such as research investment, credited with creating a high-value, globalized food commodity. However, its contribution to sustainability and nutrition goals remains unclear, and factors underlying consumer demand, such as marketing work, have been overlooked. We inspect the rise of farmed salmon in the UK, using key stakeholder interviews to understand the role of various actors (e.g. industry, retailers) in ‘making’ farmed salmon markets. Interviewees identified retailer strategies, such as labelling, and consumer-facing promotion efforts, such as health benefits, as key demand-growth factors underlying farmed salmon sales. Using data on UK seafood markets, we assess the views of interviewees, finding that farmed salmon is the most consumed aquatic food; however, it is less popular than other animal-source foods and is primarily consumed by affluent households. Our analyses discuss how market-making efforts by industry and retail actors have shaped consumer demand by promoting salmon as an accessible, nutritious and sustainable product. Accreditation and labelling have helped to develop perceptions of health and sustainability, despite farmed salmon being comparable in nutrient profile to other aquatic foods and having long-standing environmental impacts. Market-making insights could be used to enhance demand for other aquatic foods in ways that target dietary gaps by supplying affordable and sustainable products, such as mussels."
10.1088/1748-9326/adee30,False,Environmental Research Letters,该研究论文主要关注沿海社区在自然灾害面前的关键和基本服务（CES）的可访问性脆弱性评估，包括交通网络分析框架的开发，以评估路易斯安那州五个社区的CES访问的脆弱性、关键性和公平性。研究内容集中在交通时间、替代设施数量以及人口统计学特征与服务可达性之间的关系。与大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析没有直接关系。,[],Utkuhan Genc;David R Johnson;Jordan R Fischbach;Audrey Grismore;Allison Haertling;Scott Hemmerling;Patrick Kane,Evaluating critical and essential service access vulnerabilities,"Access to critical and essential services (CES) is vital for community resilience, particularly in coastal areas facing natural hazards. We developed a novel transportation network analysis framework to assess access fragility (in terms of losing access), criticality (in terms of the importance of CES facilities), and equity of CES access across five Louisiana communities. We used drive time to the closest facility, marginal drive time to the second closest facility, and the number of alternatives within critical time thresholds as three measures for fragility analysis. Our findings show that fragility is not limited to rural areas—urban communities experiencing in-migration also face risks due to limited alternatives. Removing one facility at a time revealed that it can cause up to a 500% increase in drive times to dialysis centers and hospitals for residents of Morgan City and Stephensville, while, on average, removing one random high school results in a 6%–30% increase in drive time across communities. We also introduced a criticality ranking method using total population, percentage of the population without an alternative, and marginal drive time for populations without alternatives, and calculated rank stability across different weightings of these three measures to identify facilities that are consistently most critical. Cameron Parish had the highest concentration of critical facilities, though facilities in Slidell and Mandeville also ranked highly, highlighting potential capacity concerns for two communities with growing populations. Finally, our equity analysis, performed using Monte Carlo simulations, shows that Native populations are disproportionately affected by limited access to services (∼29% are identified as outliers for dialysis and hospital access), while White populations experience the lowest average drive times to most CES facilities."
10.5194/acp-25-7619-2025,True,Atmospheric Chemistry and Physics,该研究论文主要关注中国南京市PM2.5中棕色碳（BrC）的化学和光学特性。研究通过机器学习方法识别了关键的BrC分子，并分析了水溶性有机气溶胶（WSOA）在不同季节的氧化过程和光吸收特性。研究结果对于评估BrC对空气质量和辐射强迫的影响具有重要意义，虽然没有直接涉及卫星观测或遥感技术，但其对大气成分的分析和空气质量的评估与大气环境遥感技术间接相关，因为地面观测数据可以用于验证和校准遥感数据。,"['brown carbon', 'PM2.5', 'air quality', 'radiative forcing', 'light absorption', 'chemical composition', 'machine learning', 'polycyclic aromatic hydrocarbons']",Yu Huang;Xingru Li;Dan Dan Huang;Ruoyuan Lei;Binhuang Zhou;Yunjiang Zhang;Xinlei Ge,"Machine-learning-assisted chemical characterization and optical properties of atmospheric brown carbon in Nanjing, China","This work comprises a comprehensive investigation into the chemical and optical properties of brown carbon (BrC) in PM2.5 samples collected in Nanjing, China. In particular, we used a machine learning approach to identify a list of key BrC species, which can be a good reference for future studies. Our findings extend understanding of BrC properties and are valuable to the assessment of BrC's impact on air quality and radiative forcing. 
 The light-absorbing organics, namely brown carbon (BrC), can significantly affect atmospheric visibility and radiative forcing, yet current knowledge of the chemical composition of BrC is largely limited to a number of certain classes of compounds; the chemical and optical properties, and particularly linkage between the two, remain poorly understood. To address this, a comprehensive analysis was conducted on the particulate matter (PM2.5) samples collected in Nanjing, China, during 2022–2023, with a focus on the identification of key BrC molecules. Several important clues related to BrC were found. First, the water-soluble organic aerosol (WSOA) was more oxygenated during the cold season (CS) due to a highly oxidized secondary OA (SOA) factor that was strongly associated with aqueous and heterogenous reactions, especially during the nighttime, while the WSOA during the summer season (SS) was less oxygenated and the SOA was mainly from photochemical reactions. Fossil fuel combustion hydrocarbon-like OA was the largest and dominant contributor to the light absorption during CS (55.6 %–63.7 %). Secondly, our observations reveal that aqueous oxidation can lead to notable photo-enhancement during CS, while photochemical oxidation on the contrary caused photo-bleaching during SS. Both water-soluble and methanol-soluble organics had four key fluorophores, including three factors related to humic-like substances (HULIS) and one protein-like component. Thirdly, molecular characterization shows that CHON compounds were the most abundant species overall, followed by CHO and CHN compounds, and the significant presence of organosulfates in CS samples reaffirmed the importance of aqueous-phase formation. Finally, building upon the molecular characterization and light absorption measurement results, a machine learning approach was applied to identify the key BrC molecules and 31 compounds including polycyclic aromatic hydrocarbons (PAHs), oxyheterocyclic PAHs, quinones, and nitrogen-containing species, which can be a good reference for future studies."
10.5194/acp-25-7597-2025,False,Atmospheric Chemistry and Physics,该研究分析了阿根廷冰雹中的颗粒物，以了解冰雹的形成和增长过程。虽然研究涉及大气中的颗粒物，但其重点在于颗粒物的来源、组成以及它们在冰雹形成中的作用，而非大气环境遥感技术，如空气质量监测、卫星观测或大气成分分析。因此，该研究与大气环境遥感技术的关联性不强。,"['hail formation', 'particle composition', 'land use impact', 'hailstone analysis']",Anthony C. Bernal Ayala;Angela K. Rowe;Lucia E. Arena;William O. Nachlas,Physical–chemical properties of particles  in hailstones from central Argentina,"This study analyzed particles in hailstones from Argentina to better understand hail formation and growth. A unique method was used that revealed the particles’ size, composition, and location within the hail, including a variety of particle sizes and compositions linked to local land uses, such as mountainous, agricultural, and urban areas. The findings highlight the potential impacts of natural and human-related factors on hail formation and provide a new method for studying hail globally. 
 This study presents a novel analysis of two hailstones collected in central Argentina to provide insights into the size distribution, composition, and potential sources of non-soluble particles within hailstones. Using this new method, non-soluble particles are trapped beneath a thin layer of polyvinyl resin and analyzed with confocal laser and scanning electron microscopy combined with energy-dispersive spectroscopy, preserving their in situ location and physical characteristics. The study characterized these particles' distribution, shape, and size and identified their elemental composition, which is used to interpret possible source regions. Particles ranged in diameter from our detection limit from 1 to 256 µm, with the largest particles consistently found in the hailstone embryos. Agglomerated mineral and organic particles dominated the elemental composition in both the embryo and outer layers, with the largest agglomerated particle (256 µm) being an organic-rich particle in the embryo of the larger hailstone. The composition and size distribution varied between the two hailstones: one contained agglomerated salt particles (up to 150 µm) in its embryo, traced to a nearby salt lake, while the other contained copper chloride and zinc chloride particles (up to 78 µm) primarily in its outer layers, potentially associated with agrochemicals commonly used for pest control and fertilizer in Argentina. Various local and regional land-use types, including shrublands, mixed vegetation, croplands, and urban areas, were linked to specific types of particles. Therefore, this study highlights the regional influence of various land-use types on hail formation and growth, pointing to the potential impacts of natural and anthropogenic factors on hailstone composition and revealing how particle characteristics vary between the embryo and outer layers of hailstones."
10.5194/acp-25-7527-2025,False,Atmospheric Chemistry and Physics,该研究论文主要关注气溶胶在沿海浅对流条件下的活化特性。它使用云模型和粒子模型来模拟气溶胶的演变过程，并探讨了不同高度和时间的气溶胶特性变化，以及这些变化如何影响云的形成。虽然气溶胶对气候有重要影响，但该研究侧重于微观物理过程的模拟，而不是直接利用或开发大气环境遥感技术，例如空气质量监测或卫星观测。因此，与大气环境遥感技术的关联性较弱。,"['aerosol activation', 'cloud formation', 'hygroscopicity', 'cloud condensation nuclei (CCN)', 'shallow convection', 'aerosol aging', 'ammonium nitrate']",Ge Yu;Yueya Wang;Zhe Wang;Xiaoming Shi,Exploring the aerosol activation properties  in coastal shallow convection using  cloud- and particle-resolving models,"Studying the cloud-forming capacity of aerosols is crucial in climate research. The PartMC model can provide detailed particle information and help these studies. This model is integrated with the ideal meteorological Cloud Model 1 (CM1) to simulate the aerosols at cloud-forming locations. Significant changes are revealed in the hygroscopicity distribution of aerosols within ascending air parcels. Additionally, different ascent times also affect aerosol aging processes. 
 Aerosols significantly impact the global climate by affecting the Earth's radiative balance and cloud formation. However, conducting cloud-altitude aerosol observations is currently costly and challenging, leading to gaps in accurately assessing aerosol activation properties during cloud formation. In this study, Cloud Model 1 (CM1) is employed to investigate the movement of air parcels under shallow-convection conditions in a coastal area. Subsequently, the evolution of various aerosol populations in the ideal scenarios is simulated by the Particle Monte Carlo (PartMC)–Model for Simulating Aerosol Interactions and Chemistry (MOSAIC) model to investigate their activation properties. It is found that leaving the boundary layer and entering the free atmosphere causes environmental changes in the parcels, which in turn alter the aerosol evolution and the cloud-forming potential. The impact of ascent timing is notably manifested in the concentration of ammonium nitrate rather than other chemical constituents. The rapid formation of ammonium nitrate accelerates the aerosol aging process, thereby modifying the hygroscopicity of the population. The differences between the aerosol populations in the boundary layer and at cloud altitudes highlight the necessity of vertical observations and numerical modeling. In addition, as supersaturation rises from 0.1 % to 1 %, the discrepancy in the cloud condensation nuclei (CCN) activation ratio between the particle-resolved results and the internal mixing assumption increases from 7 % to 30 %. This emphasizes the potential of appropriate mixing-state parameterization in assessing aerosol activation properties. This study advances the understanding of aerosol hygroscopic changes under real weather conditions and offers insights into future modeling of aerosol–cloud microphysics."
10.5194/acp-25-7563-2025,True,Atmospheric Chemistry and Physics,该研究论文探讨了华北平原大气中棕色碳（BrC）的来源、分布、吸收特性及其直接辐射效应。论文使用WRF-Chem模型模拟了冬季污染事件期间的BrC浓度，并结合观测数据进行验证。研究结果表明，煤炭燃烧是该地区BrC的主要来源，且BrC对区域辐射平衡产生显著影响，降低了有机碳的冷却效应。虽然论文没有直接提及卫星观测或特定的遥感技术，但其研究内容与大气成分分析、空气质量监测以及气候模型的改进密切相关，因此与大气环境遥感技术具有较强的关联性。研究结果可用于验证和改进基于遥感数据的空气质量评估模型。,"['brown carbon', 'aerosol absorption', 'direct radiative effect', 'air quality monitoring', 'atmospheric composition', 'climate models']",Jiamao Zhou;Jiarui Wu;Xiaoli Su;Ruonan Wang;Imad EI Haddad;Xia Li;Qian Jiang;Ting Zhang;Wenting Dai;Junji Cao;Andre S. H. Prevot;Xuexi Tie;Guohui Li,"Source-explicit estimation of brown carbon in the polluted atmosphere over the North China Plain: implications for distribution, absorption, and the direct radiative effect","Brown carbon (BrC) is a type of airborne particle produced from various combustion sources which is light absorption. Historically, climate models have categorizing organic particles as either non-absorbing or purely reflective. Our study shows that BrC can reduce the usual cooling effect of organic particles. While BrC is often linked to biomass burning, however, BrC from fossil fuels contributes significantly to atmospheric heating. 
 Brown carbon (BrC) plays a significant role in altering atmospheric radiation. Beyond biomass and biofuel combustion, recent studies identify fossil fuel sources – especially residential coal burning and vehicle exhaust – as major contributors to BrC. This underscores a gap in climate models, which often assume fossil fuel organic aerosols (OAs) are non-absorbing or treat all OA as light-scattering. In this study, we simulate BrC over the North China Plain (NCP) during a winter pollution event using the WRF-Chem model, incorporating explicit BrC absorption properties. The model aligns well with observed pollutant and aerosol levels, revealing an average near-surface BrC concentration of 5.2 µg m−3, contributing 16.4 % to aerosol absorption at 365 nm. Using a diagnostic adjoint approach, we estimate that BrC exerts a direct radiative effect (DRE) averaging −0.09 W m−2 at the top of the atmosphere, reducing the cooling effect of organic carbon by 28.0 % and producing a local warming effect of up to +0.40 W m−2. Coal combustion is the largest BrC source in the NCP in 2014, though secondary BrC also significantly impacts the regional radiation balance."
10.5194/acp-25-7543-2025,True,Atmospheric Chemistry and Physics,这篇研究论文探讨了生物质燃烧产生的污染物如何进入热带西太平洋上空的低层平流层，并可能影响平流层臭氧的损失。研究利用飞机测量和卫星观测，发现非洲和印度尼西亚等地的火灾排放物可以通过对流输送到热带地区的平流层，从而改变平流层的成分和温度。论文重点关注一氧化碳等示踪气体，并利用后向轨迹模型追踪污染物的来源和传输路径。因此，该论文与大气环境遥感技术密切相关，因为它使用了卫星观测来监测大气成分，并研究了大气污染物的传输和影响。,"['biomass burning pollutants', 'stratospheric ozone loss', 'carbon monoxide (CO)', 'hydrocarbons', 'halocarbons', 'satellite observations', 'backward trajectories', 'tropical tropopause layer (TTL)', 'lower stratosphere (LS)', 'atmospheric composition']",Jasna V. Pittman;Bruce C. Daube;Steven C. Wofsy;Elliot L. Atlas;Maria A. Navarro;Eric J. Hintsa;Fred L. Moore;Geoff S. Dutton;James W. Elkins;Troy D. Thornberry;Andrew W. Rollins;Eric J. Jensen;Thaopaul Bui;Jonathan Dean-Day;Leonhard Pfister,Aircraft observations of biomass burning pollutants in the equatorial lower stratosphere over the tropical western Pacific during boreal winter,"Biomass fires emit aerosols and precursors that can provide a novel environment for initiating stratospheric ozone loss. The Airborne Tropical TRopopause EXperiment campaign sampled the western Pacific, the dominant longitudes for surface air lofted by convection to enter the global stratosphere. Aircraft measurements over multiple flights revealed persistent layers of biomass burning pollutants entering the lower stratosphere and originating from fires as far away as Africa and Indonesia. 
 Recent studies hypothesize that emissions from fires reaching the stratosphere can provide aerosols and aerosol precursors that initiate stratospheric ozone loss and lead to radiative heating of the stratosphere and cooling of the surface. Air from the troposphere enters the stratosphere primarily over the tropical western Pacific (TWP) during boreal winter. We report observations in the TWP of persistent, ubiquitous pollution in the tropical tropopause layer (TTL) and lower stratosphere (LS) during the Airborne Tropical TRopopause EXperiment (ATTREX) campaign in February–March 2014. We found carbon monoxide (CO) concentrations increased by up to 65 % above background levels in the deep tropics (5° S–15° N; 16–17 km). Correlations of CO with hydrocarbon and halocarbon species indicated a biomass burning source, with the largest CO increases in cloud-free air. Satellite observations did not detect the thin layers of CO observed by the aircraft and revealed Africa, Indonesia, and the western and central Pacific as geographical hot spots for CO in the TTL. Backward trajectories also identified convective encounters in these areas, highlighting delivery of biomass burning pollutants to the TWP by both nearby and remote convection. Contributions from Africa and Indonesia were nearly 60 %, with transport timescales of 10 d to several weeks. Our study confirms that air in the TTL over the TWP is affected by emissions from distant fires that can rapidly reach the tropical LS, the principal source region for air entering the global stratosphere, supporting the view that fires in tropical regions can impact stratospheric composition and temperature."
10.5194/acp-25-7581-2025,False,Atmospheric Chemistry and Physics,该研究论文主要关注通过飞机播撒冰核进行云催化，以及湍流对催化效果的影响。论文使用WRF模型模拟了平坦地形上浅层层状云的催化过程，并探讨了湍流如何影响冰晶的形成和增长，从而加速云的冰冻过程。虽然该研究涉及大气过程，但它主要关注云物理和云催化技术，与大气环境遥感技术（如空气质量监测、卫星观测和大气成分分析）的关联性较弱。,"['cloud seeding', 'turbulence', 'glaciation', 'stratiform clouds', 'Weather Research and Forecasting (WRF) model', 'silver iodide (AgI)']",Meilian Chen;Xiaoqin Jing;Jiaojiao Li;Jing Yang;Xiaobo Dong;Bart Geerts;Yan Yin;Baojun Chen;Lulin Xue;Mengyu Huang;Ping Tian;Shaofeng Hua,Accelerated impact of airborne glaciogenic seeding of stratiform clouds by turbulence,"Several recent studies have reported complete cloud glaciation induced by airborne-based glaciogenic cloud seeding over plains. Since turbulence is an important factor to maintain clouds in a mixed phase, it is hypothesized that turbulence may have an impact on the seeding effect. This hypothesis is evident in the present study, which shows that turbulence can accelerate the impact of airborne glaciogenic seeding of stratiform clouds. 
 Several recent studies have reported complete cloud glaciation induced by airborne-based glaciogenic cloud seeding over plains. Since turbulence is an important factor controlling mixed-phase clouds, including ice initiation, snow growth, and cloud longevity, it is hypothesized that turbulence may have an impact on the seeding effect. To understand the role of turbulence in seeded clouds, idealized Weather Research and Forecasting (WRF) large eddy simulations over flat terrain were conducted for a shallow stratiform cloud in which complete glaciation was observed. The results show that the model can reasonably capture the magnitude and spatial distributions of radar echoes in seeded areas. Sensitivity tests suggest that, for this case, stronger turbulence enhanced the particle dispersion, the nucleation of silver iodide (AgI) particles, and the growth of ice crystals, which accelerated cloud glaciation, even though the condensation of droplets was also enhanced. The faster cloud glaciation intensified precipitation within a short time after seeding, while the liquid water was quickly consumed, leading to a decrease in precipitation rate in the further downwind areas. Such a transition from positive to negative seeding effect is more pronounced for seeding with a higher AgI release rate. This study provides strong evidence that turbulence plays a vital role in the physical chain of events associated with cloud seeding."
10.5194/essd-2025-385,False,Earth System Science Data Discussions,该研究论文主要关注温室气体（GHG）排放清单的比较分析，特别是EDGAR数据库和UNFCCC缔约方提交的数据。论文对比了G20国家和附件一国家（包括欧盟27国）的排放数据，重点关注二氧化碳（CO2）、甲烷（CH4）和一氧化二氮（N2O）等主要温室气体的排放差异。研究旨在识别不同数据集之间的差异，并探讨方法学上的差异、报告时间的影响以及改进数据一致性的必要性。虽然与大气成分有关，但论文更侧重于排放清单的方法学比较和政策影响，而不是直接使用大气环境遥感技术（如空气质量监测、卫星观测或大气成分分析）。,"['GHG emissions inventories', 'EDGAR', 'UNFCCC', 'CO2', 'CH4', 'N2O', 'Methodological harmonization', 'Reporting timelines']",Manjola Banja;Monica Crippa;Diego Guizzardi;Marilena Muntean;Federico Pagani;Enrico Pisoni,"A comparative analysis of EDGAR and UNFCCC GHG emissions inventories: insights on trends, methodology and data discrepancies","Global efforts to decrease emissions rely on inventories that differ widely in scope and methodology. Alongside national inventories, independent databases provide yearly globally consistent emission inventories. Comparing independent inventories with countries submissions provides clear and consistent track of the real progress. Improvement of emissions inventories, reporting timelines, and statistical systems are essential to ensure reliable and comparable data. 
 Tracking greenhouse gas (GHG) emissions is essential for understanding the drivers of climate change and guiding global mitigation strategies. The Emissions Database for Global Atmospheric Research (EDGAR) and submissions by Parties to the United Nations Framework Convention on Climate Change (UNFCCC) are two key sources of GHG emissions data. While EDGAR provides comprehensive and globally consistent estimates, UNFCCC submissions are based on nationally reported inventories, which adhere to specific guidelines and reflect country-specific circumstances and practices. This study presents a detailed comparison between EDGAR and UNFCCC GHG emissions inventories, focusing on G20 countries, which account for nearly 80 % of global emissions, as well as Annex I countries, including the EU27. By examining sectoral discrepancies, methodological variations, and the impact of reporting timelines, the paper identifies key areas of alignment and divergence in emissions estimates. While CO2 emissions show strong agreement between the datasets, CH4 and N2O estimates exhibit substantial discrepancies due to differences in methodologies, emission factors, uncertainties, and reporting practices. Our findings emphasise the need for enhanced methodological harmonization and more frequent reporting, particularly in non-Annex I countries, where limited capacity and irregular updates reduce comparability. Addressing these inconsistencies is crucial for improving transparency, aligning national and independent datasets, and strengthening climate policy decisions under the Paris Agreement."
